Circuit delay: 1151.43 ps

Gate slacks:
NAND-n402: 202.33 ps
NAND-n403: 115.14 ps
NAND-n404: 115.14 ps
AND-n405: 115.14 ps
AND-n406: 286.50 ps
NOT-n407: 286.50 ps
AND-n408: 235.99 ps
NOT-n409: 235.99 ps
BUFF-n432: 670.84 ps
NOT-n442: 747.36 ps
BUFF-n447: 673.95 ps
NOT-n456: 684.09 ps
BUFF-n460: 728.37 ps
NOT-n463: 684.09 ps
BUFF-n467: 663.38 ps
BUFF-n476: 728.37 ps
NOT-n479: 684.09 ps
BUFF-n483: 663.38 ps
BUFF-n492: 663.38 ps
NOT-n501: 739.78 ps
BUFF-n504: 663.38 ps
NOT-n513: 734.41 ps
BUFF-n517: 663.38 ps
NOT-n526: 734.41 ps
BUFF-n530: 661.15 ps
NOT-n540: 714.54 ps
NAND-n545: 1038.07 ps
NAND-n546: 1040.85 ps
NAND-n547: 1040.85 ps
NAND-n548: 1040.85 ps
NAND-n549: 1040.51 ps
NAND-n550: 1040.51 ps
NAND-n551: 1040.51 ps
NAND-n552: 1037.72 ps
AND-n553: 1037.72 ps
AND-n554: 1037.72 ps
NAND-n555: 672.28 ps
NAND-n556: 672.28 ps
NAND-n557: 672.28 ps
NAND-n560: 672.28 ps
NAND-n561: 672.28 ps
NAND-n562: 672.28 ps
NAND-n565: 672.28 ps
NAND-n566: 672.28 ps
NAND-n567: 672.28 ps
NOT-n568: 672.28 ps
NAND-n569: 1042.40 ps
NAND-n570: 1042.40 ps
NAND-n571: 1042.40 ps
NAND-n574: 751.57 ps
NAND-n575: 751.57 ps
NAND-n576: 751.57 ps
BUFF-n579: 1042.34 ps
NAND-n582: 1042.40 ps
NAND-n583: 1042.34 ps
NAND-n586: 1037.72 ps
OR-n587: 1124.77 ps
AND-n588: 1124.77 ps
NAND-n589: 684.09 ps
NAND-n590: 684.09 ps
NAND-n591: 684.09 ps
NAND-n595: 734.41 ps
NAND-n596: 731.34 ps
NAND-n597: 731.34 ps
BUFF-n600: 1010.48 ps
NAND-n603: 1021.92 ps
NAND-n604: 1010.48 ps
NAND-n605: 1010.48 ps
NAND-n606: 1021.92 ps
NAND-n607: 1010.48 ps
NAND-n608: 1010.48 ps
NOT-n610: 730.99 ps
AND-n613: 714.02 ps
AND-n614: 730.99 ps
NOT-n616: 758.77 ps
AND-n617: 714.02 ps
OR-n618: 714.02 ps
NAND-n619: 1042.40 ps
NAND-n620: 1042.34 ps
NAND-n621: 752.55 ps
AND-n625: 1183.36 ps
NAND-n626: 817.20 ps
AND-n630: 683.83 ps
NAND-n634: 801.49 ps
NAND-n635: 728.37 ps
BUFF-n636: 1058.69 ps
NOT-n639: 1058.69 ps
NAND-n640: 1024.95 ps
AND-n641: 1024.45 ps
NAND-n642: 1036.39 ps
NAND-n643: 1024.95 ps
AND-n644: 1067.67 ps
OR-n645: 1024.45 ps
NAND-n646: 1055.28 ps
NAND-n647: 1043.85 ps
NAND-n648: 1043.85 ps
AND-n649: 1043.85 ps
AND-n650: 736.42 ps
NAND-n654: 817.20 ps
AND-n655: 678.60 ps
BUFF-n657: 769.36 ps
NOT-n660: 769.36 ps
AND-n661: 672.34 ps
AND-n662: 676.68 ps
NOR-n663: 672.35 ps
NOT-n665: 730.98 ps
AND-n668: 714.02 ps
AND-n669: 730.98 ps
NOT-n671: 758.76 ps
AND-n672: 714.02 ps
OR-n673: 714.02 ps
BUFF-n675: 769.36 ps
NOT-n678: 769.36 ps
AND-n679: 681.96 ps
AND-n680: 735.68 ps
NOR-n681: 681.96 ps
NOT-n683: 730.98 ps
NOT-n685: 730.98 ps
AND-n688: 714.01 ps
AND-n689: 680.83 ps
AND-n690: 730.98 ps
AND-n691: 714.01 ps
OR-n692: 680.83 ps
NOT-n694: 730.98 ps
NOT-n696: 730.98 ps
AND-n699: 714.02 ps
AND-n700: 671.21 ps
AND-n701: 730.98 ps
AND-n702: 714.02 ps
OR-n703: 671.21 ps
NOT-n704: 233.14 ps
BUFF-n707: 716.02 ps
NOT-n714: 219.08 ps
BUFF-n717: 382.81 ps
BUFF-n721: 719.98 ps
NOT-n724: 725.99 ps
AND-n731: 160.43 ps
NOT-n732: 391.14 ps
BUFF-n736: 723.81 ps
NOT-n741: 161.78 ps
NOT-n758: 143.50 ps
OR-n759: 142.36 ps
BUFF-n776: 705.15 ps
NOT-n780: 116.16 ps
BUFF-n784: 723.69 ps
AND-n788: 180.98 ps
NOT-n791: 218.94 ps
BUFF-n794: 725.30 ps
OR-n798: 238.46 ps
BUFF-n799: 209.34 ps
NOT-n802: 769.36 ps
NAND-n804: 714.01 ps
NAND-n806: 714.01 ps
AND-n807: 238.46 ps
AND-n816: 209.11 ps
AND-n823: 223.40 ps
NOT-n826: 331.34 ps
BUFF-n828: 281.47 ps
NOT-n831: 331.34 ps
BUFF-n833: 237.75 ps
NOT-n836: 284.16 ps
BUFF-n839: 245.96 ps
NOT-n842: 231.09 ps
BUFF-n845: 235.85 ps
NOT-n848: 231.09 ps
NOT-n851: 228.83 ps
NAND-n855: 1049.36 ps
AND-n860: 713.70 ps
NAND-n861: 1079.33 ps
NAND-n864: 1063.35 ps
NAND-n867: 719.76 ps
BUFF-n870: 719.76 ps
BUFF-n887: 1018.82 ps
BUFF-n890: 774.82 ps
BUFF-n893: 1083.46 ps
NAND-n896: 757.63 ps
NAND-n897: 329.07 ps
BUFF-n898: 190.34 ps
NAND-n901: 190.34 ps
NOT-n902: 190.34 ps
NAND-n903: 201.77 ps
NAND-n904: 190.34 ps
AND-n905: 683.83 ps
NAND-n906: 228.83 ps
BUFF-n907: 163.61 ps
NAND-n910: 163.61 ps
NOT-n911: 163.61 ps
NAND-n912: 175.04 ps
NAND-n913: 163.61 ps
NOT-n914: 1080.49 ps
NOT-n915: 1096.85 ps
AND-n916: 1063.42 ps
AND-n917: 1080.49 ps
AND-n920: 1096.85 ps
AND-n923: 1037.09 ps
NOT-n926: 1036.57 ps
NOT-n927: 1101.33 ps
AND-n928: 1018.73 ps
AND-n929: 1036.57 ps
OR-n932: 583.87 ps
AND-n933: 583.83 ps
AND-n938: 1018.73 ps
NOT-n941: 1082.79 ps
NOT-n942: 1066.43 ps
AND-n943: 1049.36 ps
AND-n944: 1024.78 ps
AND-n947: 1044.00 ps
NAND-n950: 448.82 ps
AND-n951: 448.85 ps
NAND-n954: 458.79 ps
NAND-n955: 448.82 ps
AND-n956: 757.63 ps
NOT-n973: 278.21 ps
NOT-n974: 258.70 ps
AND-n975: 242.61 ps
AND-n976: 278.21 ps
AND-n977: 258.70 ps
AND-n978: 242.61 ps
OR-n979: 242.61 ps
NOT-n980: 208.77 ps
NOT-n981: 189.26 ps
AND-n982: 173.17 ps
AND-n983: 193.32 ps
AND-n984: 189.26 ps
AND-n985: 173.17 ps
OR-n986: 173.17 ps
NOT-n987: 220.46 ps
NOT-n988: 200.95 ps
AND-n989: 184.86 ps
AND-n990: 220.46 ps
AND-n991: 200.95 ps
AND-n992: 184.86 ps
OR-n993: 184.86 ps
NOT-n994: 221.69 ps
NOT-n995: 202.17 ps
AND-n996: 186.08 ps
AND-n997: 221.69 ps
AND-n998: 202.17 ps
AND-n999: 186.08 ps
OR-n1000: 186.08 ps
NOT-n1001: 177.97 ps
NOT-n1002: 158.45 ps
AND-n1003: 142.36 ps
AND-n1004: 177.97 ps
AND-n1005: 158.45 ps
AND-n1006: 142.36 ps
OR-n1007: 142.36 ps
NOT-n1008: 182.04 ps
NOT-n1009: 162.53 ps
AND-n1010: 146.44 ps
AND-n1011: 166.59 ps
AND-n1012: 162.53 ps
AND-n1013: 146.44 ps
OR-n1014: 146.44 ps
NOT-n1015: 186.18 ps
NOT-n1016: 166.67 ps
AND-n1017: 150.58 ps
AND-n1018: 186.18 ps
AND-n1019: 166.67 ps
AND-n1020: 150.58 ps
OR-n1021: 150.58 ps
NOT-n1022: 217.22 ps
NOT-n1023: 197.71 ps
AND-n1024: 181.62 ps
AND-n1025: 217.22 ps
AND-n1026: 197.71 ps
AND-n1027: 181.62 ps
OR-n1028: 181.62 ps
NOR-n1029: 1037.09 ps
NOR-n1030: 583.84 ps
NOR-n1031: 448.85 ps
NOT-n1032: 551.47 ps
BUFF-n1035: 541.67 ps
OR-n1038: 556.33 ps
NOR-n1043: 541.67 ps
NOT-n1048: 569.35 ps
AND-n1049: 551.57 ps
NAND-n1050: 567.40 ps
AND-n1051: 523.50 ps
BUFF-n1054: 523.50 ps
NOT-n1057: 532.51 ps
AND-n1060: 523.50 ps
AND-n1063: 523.50 ps
AND-n1066: 532.51 ps
AND-n1069: 532.51 ps
NAND-n1072: 532.26 ps
BUFF-n1075: 541.95 ps
NAND-n1084: 532.26 ps
BUFF-n1087: 541.95 ps
NAND-n1096: 534.32 ps
BUFF-n1099: 544.01 ps
NAND-n1108: 534.32 ps
BUFF-n1111: 544.01 ps
NAND-n1120: 523.50 ps
BUFF-n1123: 533.18 ps
NAND-n1132: 523.50 ps
BUFF-n1135: 533.18 ps
NAND-n1144: 525.31 ps
BUFF-n1147: 534.99 ps
NAND-n1156: 525.31 ps
BUFF-n1159: 534.99 ps
BUFF-n1168: 532.26 ps
BUFF-n1177: 532.26 ps
BUFF-n1186: 534.32 ps
BUFF-n1195: 534.32 ps
BUFF-n1204: 523.50 ps
BUFF-n1213: 523.50 ps
BUFF-n1222: 525.31 ps
BUFF-n1231: 525.31 ps
NOT-n1240: 543.22 ps
NOT-n1241: 543.22 ps
NOT-n1242: 545.28 ps
NOT-n1243: 545.28 ps
NOT-n1244: 534.46 ps
NOT-n1245: 534.46 ps
NOT-n1246: 536.27 ps
NOT-n1247: 536.27 ps
AND-n1248: 543.22 ps
AND-n1249: 543.22 ps
AND-n1250: 545.28 ps
AND-n1251: 545.28 ps
AND-n1252: 534.46 ps
AND-n1253: 534.46 ps
AND-n1254: 536.27 ps
AND-n1255: 536.27 ps
NOR-n1256: 534.46 ps
NOT-n1257: 541.95 ps
NOT-n1258: 541.95 ps
NOT-n1259: 544.01 ps
NOT-n1260: 544.01 ps
NOT-n1261: 533.18 ps
NOT-n1262: 533.18 ps
NOT-n1263: 534.99 ps
NOT-n1264: 534.99 ps
AND-n1265: 541.95 ps
AND-n1266: 541.95 ps
AND-n1267: 544.01 ps
AND-n1268: 544.01 ps
AND-n1269: 533.18 ps
AND-n1270: 533.18 ps
AND-n1271: 534.99 ps
AND-n1272: 534.99 ps
NOR-n1273: 533.18 ps
NOT-n1274: 555.51 ps
NOT-n1275: 555.51 ps
NOT-n1276: 557.57 ps
NOT-n1277: 557.57 ps
NOT-n1278: 546.75 ps
NOT-n1279: 546.75 ps
NOT-n1280: 548.56 ps
NOT-n1281: 548.56 ps
AND-n1282: 555.51 ps
AND-n1283: 555.51 ps
AND-n1284: 557.57 ps
AND-n1285: 557.57 ps
AND-n1286: 546.75 ps
AND-n1287: 546.75 ps
AND-n1288: 548.56 ps
AND-n1289: 548.56 ps
NOR-n1290: 546.75 ps
NOT-n1291: 574.26 ps
NOT-n1292: 574.26 ps
NOT-n1293: 576.32 ps
NOT-n1294: 576.32 ps
NOT-n1295: 565.50 ps
NOT-n1296: 565.50 ps
NOT-n1297: 567.31 ps
NOT-n1298: 567.31 ps
AND-n1299: 574.26 ps
AND-n1300: 574.26 ps
AND-n1301: 576.32 ps
AND-n1302: 576.32 ps
AND-n1303: 565.50 ps
AND-n1304: 565.50 ps
AND-n1305: 567.31 ps
AND-n1306: 567.31 ps
NOR-n1307: 565.50 ps
NOT-n1308: 586.10 ps
NOT-n1309: 586.10 ps
NOT-n1310: 588.16 ps
NOT-n1311: 588.16 ps
NOT-n1312: 577.33 ps
NOT-n1313: 577.33 ps
NOT-n1314: 579.14 ps
NOT-n1315: 579.14 ps
AND-n1316: 586.10 ps
AND-n1317: 586.10 ps
AND-n1318: 588.16 ps
AND-n1319: 588.16 ps
AND-n1320: 577.33 ps
AND-n1321: 577.33 ps
AND-n1322: 579.14 ps
AND-n1323: 579.14 ps
NOR-n1324: 576.95 ps
NOT-n1325: 586.10 ps
NOT-n1326: 586.10 ps
NOT-n1327: 588.16 ps
NOT-n1328: 588.16 ps
NOT-n1329: 577.33 ps
NOT-n1330: 577.33 ps
NOT-n1331: 579.14 ps
NOT-n1332: 579.14 ps
AND-n1333: 586.10 ps
AND-n1334: 586.10 ps
AND-n1335: 588.16 ps
AND-n1336: 588.16 ps
AND-n1337: 577.33 ps
AND-n1338: 577.33 ps
AND-n1339: 579.14 ps
AND-n1340: 579.14 ps
NOR-n1341: 576.95 ps
NOT-n1342: 586.10 ps
NOT-n1343: 586.10 ps
NOT-n1344: 588.16 ps
NOT-n1345: 588.16 ps
NOT-n1346: 577.33 ps
NOT-n1347: 577.33 ps
NOT-n1348: 579.14 ps
NOT-n1349: 579.14 ps
AND-n1350: 586.10 ps
AND-n1351: 586.10 ps
AND-n1352: 588.16 ps
AND-n1353: 588.16 ps
AND-n1354: 577.33 ps
AND-n1355: 577.33 ps
AND-n1356: 579.14 ps
AND-n1357: 579.14 ps
NOR-n1358: 577.07 ps
NOT-n1359: 585.71 ps
NOT-n1360: 585.71 ps
NOT-n1361: 587.78 ps
NOT-n1362: 587.78 ps
NOT-n1363: 576.95 ps
NOT-n1364: 576.95 ps
NOT-n1365: 578.76 ps
NOT-n1366: 578.76 ps
AND-n1367: 585.71 ps
AND-n1368: 585.71 ps
AND-n1369: 587.78 ps
AND-n1370: 587.78 ps
AND-n1371: 576.95 ps
AND-n1372: 576.95 ps
AND-n1373: 578.76 ps
AND-n1374: 578.76 ps
NOR-n1375: 577.07 ps
NOT-n1376: 542.84 ps
NOT-n1377: 542.84 ps
NOT-n1378: 544.90 ps
NOT-n1379: 544.90 ps
NOT-n1380: 534.07 ps
NOT-n1381: 534.07 ps
NOT-n1382: 535.89 ps
NOT-n1383: 535.89 ps
AND-n1384: 542.84 ps
AND-n1385: 542.84 ps
AND-n1386: 544.90 ps
AND-n1387: 544.90 ps
AND-n1388: 534.07 ps
AND-n1389: 534.07 ps
AND-n1390: 535.89 ps
AND-n1391: 535.89 ps
NOR-n1392: 534.20 ps
NOT-n1393: 532.26 ps
NOT-n1394: 532.26 ps
NOT-n1395: 534.32 ps
NOT-n1396: 534.32 ps
NOT-n1397: 523.50 ps
NOT-n1398: 523.50 ps
NOT-n1399: 525.31 ps
NOT-n1400: 525.31 ps
AND-n1401: 532.26 ps
AND-n1402: 532.26 ps
AND-n1403: 534.32 ps
AND-n1404: 534.32 ps
AND-n1405: 523.50 ps
AND-n1406: 523.50 ps
AND-n1407: 525.31 ps
AND-n1408: 525.31 ps
NOR-n1409: 523.24 ps
NOT-n1410: 545.83 ps
NOT-n1411: 545.83 ps
NOT-n1412: 547.89 ps
NOT-n1413: 547.89 ps
NOT-n1414: 537.06 ps
NOT-n1415: 537.06 ps
NOT-n1416: 538.88 ps
NOT-n1417: 538.88 ps
AND-n1418: 545.83 ps
AND-n1419: 545.83 ps
AND-n1420: 547.89 ps
AND-n1421: 547.89 ps
AND-n1422: 537.06 ps
AND-n1423: 537.06 ps
AND-n1424: 538.88 ps
AND-n1425: 538.88 ps
NOR-n1426: 536.68 ps
NOT-n1427: 564.58 ps
NOT-n1428: 564.58 ps
NOT-n1429: 566.64 ps
NOT-n1430: 566.64 ps
NOT-n1431: 555.82 ps
NOT-n1432: 555.82 ps
NOT-n1433: 557.63 ps
NOT-n1434: 557.63 ps
AND-n1435: 564.58 ps
AND-n1436: 564.58 ps
AND-n1437: 566.64 ps
AND-n1438: 566.64 ps
AND-n1439: 555.82 ps
AND-n1440: 555.82 ps
AND-n1441: 557.63 ps
AND-n1442: 557.63 ps
NOR-n1443: 555.43 ps
NOT-n1444: 576.42 ps
NOT-n1445: 576.42 ps
NOT-n1446: 578.48 ps
NOT-n1447: 578.48 ps
NOT-n1448: 567.65 ps
NOT-n1449: 567.65 ps
NOT-n1450: 569.46 ps
NOT-n1451: 569.46 ps
AND-n1452: 576.42 ps
AND-n1453: 576.42 ps
AND-n1454: 578.48 ps
AND-n1455: 578.48 ps
AND-n1456: 567.65 ps
AND-n1457: 567.65 ps
AND-n1458: 569.46 ps
AND-n1459: 569.46 ps
NOR-n1460: 567.65 ps
NOT-n1461: 576.42 ps
NOT-n1462: 576.42 ps
NOT-n1463: 578.48 ps
NOT-n1464: 578.48 ps
NOT-n1465: 567.65 ps
NOT-n1466: 567.65 ps
NOT-n1467: 569.46 ps
NOT-n1468: 569.46 ps
AND-n1469: 576.42 ps
AND-n1470: 576.42 ps
AND-n1471: 578.48 ps
AND-n1472: 578.48 ps
AND-n1473: 567.65 ps
AND-n1474: 567.65 ps
AND-n1475: 569.46 ps
AND-n1476: 569.46 ps
NOR-n1477: 567.65 ps
NOT-n1478: 576.42 ps
NOT-n1479: 576.42 ps
NOT-n1480: 578.48 ps
NOT-n1481: 578.48 ps
NOT-n1482: 567.65 ps
NOT-n1483: 567.65 ps
NOT-n1484: 569.46 ps
NOT-n1485: 569.46 ps
AND-n1486: 576.42 ps
AND-n1487: 576.42 ps
AND-n1488: 578.48 ps
AND-n1489: 578.48 ps
AND-n1490: 567.65 ps
AND-n1491: 567.65 ps
AND-n1492: 569.46 ps
AND-n1493: 569.46 ps
NOR-n1494: 567.65 ps
NOT-n1495: 576.42 ps
NOT-n1496: 576.42 ps
NOT-n1497: 578.48 ps
NOT-n1498: 578.48 ps
NOT-n1499: 567.65 ps
NOT-n1500: 567.65 ps
NOT-n1501: 569.46 ps
NOT-n1502: 569.46 ps
AND-n1503: 576.42 ps
AND-n1504: 576.42 ps
AND-n1505: 578.48 ps
AND-n1506: 578.48 ps
AND-n1507: 567.65 ps
AND-n1508: 567.65 ps
AND-n1509: 569.46 ps
AND-n1510: 569.46 ps
NOR-n1511: 567.65 ps
BUFF-n1512: 705.15 ps
NAND-n1527: 723.68 ps
NAND-n1530: 729.23 ps
NOT-n1533: 741.37 ps
NOT-n1534: 746.92 ps
AND-n1535: 723.68 ps
AND-n1536: 521.77 ps
AND-n1537: 521.50 ps
AND-n1538: 723.68 ps
OR-n1539: 521.03 ps
NOT-n1540: 743.12 ps
OR-n1541: 741.98 ps
NAND-n1542: 718.28 ps
BUFF-n1545: 718.28 ps
BUFF-n1554: 764.07 ps
NAND-n1563: 791.97 ps
NAND-n1572: 746.19 ps
NOT-n1581: 705.15 ps
AND-n1582: 522.92 ps
AND-n1583: 522.66 ps
OR-n1584: 522.66 ps
NOT-n1585: 718.72 ps
AND-n1586: 536.49 ps
AND-n1587: 536.11 ps
OR-n1588: 536.11 ps
NOT-n1589: 737.47 ps
AND-n1590: 555.24 ps
AND-n1591: 554.86 ps
OR-n1592: 554.86 ps
NOT-n1593: 749.31 ps
AND-n1594: 566.69 ps
AND-n1595: 567.07 ps
OR-n1596: 566.69 ps
NOT-n1597: 749.31 ps
AND-n1598: 566.69 ps
AND-n1599: 567.07 ps
OR-n1600: 566.69 ps
NOT-n1601: 749.31 ps
AND-n1602: 566.81 ps
AND-n1603: 567.07 ps
OR-n1604: 566.81 ps
NOT-n1605: 749.31 ps
AND-n1606: 566.81 ps
AND-n1607: 567.08 ps
OR-n1608: 566.81 ps
NOT-n1609: 735.80 ps
NOT-n1610: 763.15 ps
AND-n1611: 718.79 ps
AND-n1612: 522.42 ps
NOT-n1613: 419.61 ps
AND-n1614: 421.20 ps
NAND-n1615: 419.61 ps
AND-n1616: 718.79 ps
NOR-n1617: 421.20 ps
NOT-n1618: 737.43 ps
NOT-n1619: 764.78 ps
AND-n1620: 720.42 ps
AND-n1621: 524.05 ps
NOT-n1622: 426.32 ps
AND-n1623: 427.92 ps
NAND-n1624: 426.32 ps
AND-n1625: 720.42 ps
NOR-n1626: 427.92 ps
NOT-n1627: 751.00 ps
NOT-n1628: 778.35 ps
AND-n1629: 733.99 ps
AND-n1630: 537.50 ps
NOT-n1631: 445.37 ps
AND-n1632: 446.96 ps
NAND-n1633: 445.37 ps
AND-n1634: 733.99 ps
NOR-n1635: 446.97 ps
NOT-n1636: 769.75 ps
NOT-n1637: 797.10 ps
AND-n1638: 752.74 ps
AND-n1639: 556.25 ps
NOT-n1640: 469.86 ps
AND-n1641: 471.46 ps
NAND-n1642: 469.86 ps
AND-n1643: 752.74 ps
NOR-n1644: 471.46 ps
NOT-n1645: 781.58 ps
NOT-n1646: 808.93 ps
AND-n1647: 764.58 ps
AND-n1648: 568.08 ps
NOT-n1649: 456.59 ps
AND-n1650: 458.18 ps
NAND-n1651: 456.59 ps
AND-n1652: 714.70 ps
NOR-n1653: 458.18 ps
NOT-n1654: 781.58 ps
NOT-n1655: 808.93 ps
AND-n1656: 764.58 ps
AND-n1657: 568.08 ps
NOT-n1658: 461.67 ps
AND-n1659: 463.27 ps
NAND-n1660: 461.67 ps
AND-n1661: 714.69 ps
NOR-n1662: 463.26 ps
NOT-n1663: 781.58 ps
NOT-n1664: 808.93 ps
AND-n1665: 764.58 ps
AND-n1666: 568.20 ps
NOT-n1667: 467.15 ps
AND-n1668: 468.75 ps
NAND-n1669: 467.15 ps
AND-n1670: 671.91 ps
NOR-n1671: 468.74 ps
NOT-n1672: 781.58 ps
NOT-n1673: 808.93 ps
AND-n1674: 764.58 ps
AND-n1675: 568.20 ps
NOT-n1676: 472.89 ps
AND-n1677: 474.49 ps
NAND-n1678: 472.89 ps
AND-n1679: 681.52 ps
NOR-n1680: 474.49 ps
BUFF-n1681: 116.16 ps
INP-n1698: 132.68 ps
OR-n1699: 132.68 ps
NOT-n1716: 240.85 ps
NOT-n1717: 257.36 ps
AND-n1718: 224.75 ps
AND-n1719: 240.85 ps
AND-n1720: 257.36 ps
AND-n1721: 224.75 ps
OR-n1722: 224.75 ps
NOT-n1723: 171.41 ps
NOT-n1724: 187.92 ps
AND-n1725: 155.31 ps
AND-n1726: 171.41 ps
AND-n1727: 187.92 ps
AND-n1728: 155.31 ps
OR-n1729: 155.31 ps
NOT-n1730: 183.09 ps
NOT-n1731: 199.61 ps
AND-n1732: 167.00 ps
AND-n1733: 183.09 ps
AND-n1734: 199.61 ps
AND-n1735: 167.00 ps
OR-n1736: 167.00 ps
NOT-n1737: 184.32 ps
NOT-n1738: 200.84 ps
AND-n1739: 168.23 ps
AND-n1740: 184.32 ps
AND-n1741: 200.84 ps
AND-n1742: 168.23 ps
OR-n1743: 168.23 ps
NOT-n1744: 132.25 ps
NOT-n1745: 148.77 ps
AND-n1746: 116.16 ps
AND-n1747: 132.25 ps
AND-n1748: 148.77 ps
AND-n1749: 116.16 ps
OR-n1750: 116.16 ps
NOT-n1751: 136.33 ps
NOT-n1752: 152.84 ps
AND-n1753: 120.24 ps
AND-n1754: 136.33 ps
AND-n1755: 152.84 ps
AND-n1756: 120.24 ps
OR-n1757: 120.24 ps
NOT-n1758: 140.47 ps
NOT-n1759: 156.99 ps
AND-n1760: 124.38 ps
AND-n1761: 140.47 ps
AND-n1762: 156.99 ps
AND-n1763: 124.38 ps
OR-n1764: 124.38 ps
NOT-n1765: 168.87 ps
NOT-n1766: 185.39 ps
AND-n1767: 152.78 ps
AND-n1768: 168.87 ps
AND-n1769: 185.39 ps
AND-n1770: 152.78 ps
OR-n1771: 152.78 ps
NOT-n1772: 160.43 ps
OR-n1773: 160.43 ps
NOT-n1790: 180.98 ps
AND-n1791: 180.98 ps
BUFF-n1794: 182.72 ps
NOT-n1799: 180.98 ps
NOT-n1808: 214.39 ps
AND-n1809: 214.39 ps
BUFF-n1812: 221.87 ps
NOT-n1817: 214.39 ps
NAND-n1826: 180.55 ps
NAND-n1827: 180.55 ps
NOT-n1828: 304.78 ps
OR-n1829: 303.65 ps
AND-n1834: 180.55 ps
NOT-n1851: 296.86 ps
AND-n1852: 260.67 ps
AND-n1853: 245.54 ps
NOR-n1856: 286.38 ps
AND-n1859: 260.67 ps
OR-n1862: 248.17 ps
NOR-n1866: 245.53 ps
NOT-n1870: 307.90 ps
AND-n1871: 286.23 ps
AND-n1872: 286.23 ps
AND-n1873: 224.75 ps
OR-n1874: 224.75 ps
BUFF-n1877: 224.75 ps
NOT-n1880: 233.99 ps
AND-n1883: 224.75 ps
AND-n1886: 233.99 ps
AND-n1889: 238.59 ps
AND-n1890: 229.35 ps
NOT-n1891: 256.92 ps
OR-n1892: 332.82 ps
NOR-n1893: 224.75 ps
OR-n1894: 230.00 ps
AND-n1895: 222.15 ps
NOT-n1901: 227.42 ps
AND-n1902: 191.23 ps
AND-n1903: 176.10 ps
NOR-n1906: 216.94 ps
AND-n1909: 191.23 ps
OR-n1912: 178.73 ps
NOR-n1916: 176.09 ps
NOT-n1920: 238.46 ps
AND-n1921: 216.79 ps
AND-n1922: 216.79 ps
AND-n1923: 155.31 ps
OR-n1924: 155.31 ps
BUFF-n1927: 155.31 ps
NOT-n1930: 164.55 ps
AND-n1933: 155.31 ps
AND-n1936: 164.55 ps
AND-n1939: 169.15 ps
AND-n1940: 159.91 ps
NOT-n1941: 187.48 ps
OR-n1942: 307.33 ps
NOR-n1945: 155.31 ps
OR-n1946: 160.56 ps
AND-n1947: 152.70 ps
NOT-n1952: 239.10 ps
AND-n1953: 202.92 ps
AND-n1954: 187.78 ps
NOR-n1957: 228.62 ps
