Circuit delay: 914.12 ps

Gate slacks:
NOT-n987: 142.56 ps
NAND-n988: 175.62 ps
AND-n989: 142.56 ps
AND-n990: 151.58 ps
OR-n991: 142.56 ps
BUFF-n994: 526.18 ps
BUFF-n995: 245.52 ps
NOT-n999: 226.75 ps
BUFF-n1005: 279.41 ps
NOT-n1006: 273.82 ps
AND-n1012: 230.59 ps
AND-n1014: 249.44 ps
AND-n1016: 226.75 ps
AND-n1018: 245.60 ps
AND-n1025: 465.14 ps
NOT-n1027: 454.14 ps
NOT-n1028: 587.59 ps
NOT-n1031: 437.39 ps
NOT-n1035: 425.43 ps
BUFF-n1041: 453.74 ps
NOT-n1043: 429.97 ps
BUFF-n1049: 415.91 ps
NOT-n1051: 394.42 ps
BUFF-n1057: 322.77 ps
BUFF-n1060: 324.30 ps
NOT-n1062: 594.18 ps
BUFF-n1066: 356.38 ps
NOT-n1068: 611.14 ps
BUFF-n1072: 352.50 ps
NOT-n1074: 611.14 ps
BUFF-n1078: 373.83 ps
NOT-n1080: 611.14 ps
INP-n1083: 1005.54 ps
AND-n1085: 454.14 ps
NOT-n1087: 708.79 ps
AND-n1088: 126.57 ps
AND-n1089: 126.57 ps
NAND-n1091: 729.93 ps
NOT-n1092: 719.79 ps
AND-n1093: 719.79 ps
AND-n1094: 675.25 ps
AND-n1096: 668.94 ps
NAND-n1098: 201.79 ps
NAND-n1099: 213.22 ps
NAND-n1100: 201.79 ps
AND-n1104: 268.52 ps
AND-n1106: 241.63 ps
AND-n1107: 245.17 ps
AND-n1108: 264.64 ps
OR-n1109: 245.17 ps
AND-n1110: 245.17 ps
AND-n1111: 201.79 ps
NAND-n1112: 205.03 ps
AND-n1113: 201.79 ps
NAND-n1114: 205.03 ps
NAND-n1115: 216.48 ps
OR-n1116: 201.79 ps
NAND-n1117: 188.59 ps
NAND-n1118: 200.02 ps
NAND-n1119: 188.59 ps
AND-n1125: 296.26 ps
NAND-n1126: 192.43 ps
NAND-n1127: 203.86 ps
NAND-n1128: 192.43 ps
AND-n1133: 269.41 ps
NAND-n1134: 196.27 ps
NAND-n1135: 207.70 ps
NAND-n1136: 196.27 ps
AND-n1140: 269.41 ps
AND-n1142: 236.86 ps
NAND-n1143: 249.69 ps
NAND-n1144: 261.12 ps
NAND-n1145: 249.69 ps
NAND-n1146: 173.02 ps
NAND-n1147: 184.46 ps
NAND-n1148: 173.02 ps
AND-n1155: 284.64 ps
NAND-n1156: 176.90 ps
NAND-n1157: 188.34 ps
NAND-n1158: 176.90 ps
AND-n1164: 257.78 ps
NAND-n1165: 148.07 ps
NAND-n1166: 159.50 ps
NAND-n1167: 148.07 ps
AND-n1172: 225.11 ps
NAND-n1173: 151.90 ps
NAND-n1174: 163.34 ps
NAND-n1175: 151.90 ps
AND-n1179: 192.49 ps
NAND-n1180: 194.74 ps
NAND-n1181: 206.18 ps
NAND-n1182: 194.74 ps
AND-n1184: 213.71 ps
AND-n1185: 238.02 ps
NOT-n1186: 221.93 ps
AND-n1187: 223.41 ps
AND-n1188: 223.41 ps
AND-n1189: 188.59 ps
OR-n1190: 188.59 ps
NOT-n1193: 172.11 ps
AND-n1194: 165.69 ps
AND-n1195: 208.72 ps
AND-n1196: 208.72 ps
AND-n1197: 148.07 ps
AND-n1198: 148.07 ps
OR-n1199: 148.07 ps
AND-n1200: 165.69 ps
OR-n1201: 148.07 ps
NOT-n1204: 139.05 ps
NAND-n1205: 172.11 ps
AND-n1206: 139.05 ps
AND-n1207: 148.07 ps
OR-n1208: 139.05 ps
NAND-n1213: 681.41 ps
NAND-n1218: 687.72 ps
NAND-n1221: 139.05 ps
AND-n1225: 681.55 ps
AND-n1227: 681.41 ps
OR-n1228: 681.41 ps
AND-n1232: 687.80 ps
AND-n1234: 687.72 ps
OR-n1235: 687.72 ps
AND-n1238: 139.05 ps
AND-n1239: 139.05 ps
OR-n1240: 139.05 ps
NOT-n1243: 668.94 ps
NOT-n1245: 675.25 ps
NOT-n1247: 126.57 ps
BUFF-n1250: 365.13 ps
AND-n1251: 817.32 ps
NOT-n1253: 802.69 ps
AND-n1254: 817.32 ps
NOT-n1256: 802.69 ps
BUFF-n1257: 305.78 ps
BUFF-n1258: 305.15 ps
BUFF-n1261: 401.01 ps
NOT-n1273: 361.26 ps
BUFF-n1284: 401.01 ps
NOT-n1296: 361.26 ps
AND-n1307: 361.34 ps
AND-n1308: 361.26 ps
AND-n1309: 361.26 ps
AND-n1310: 401.01 ps
AND-n1311: 362.05 ps
AND-n1312: 361.97 ps
AND-n1313: 361.97 ps
AND-n1314: 401.71 ps
AND-n1315: 387.80 ps
AND-n1316: 387.72 ps
AND-n1317: 387.72 ps
AND-n1318: 427.46 ps
AND-n1319: 383.92 ps
AND-n1320: 383.84 ps
AND-n1321: 383.84 ps
AND-n1322: 423.58 ps
AND-n1323: 405.25 ps
AND-n1324: 405.17 ps
AND-n1325: 405.17 ps
AND-n1326: 444.91 ps
OR-n1327: 361.26 ps
OR-n1329: 361.97 ps
OR-n1331: 387.72 ps
OR-n1333: 383.84 ps
OR-n1335: 405.17 ps
BUFF-n1337: 230.16 ps
INP-n1341: 600.04 ps
NOT-n1344: 587.92 ps
INP-n1348: 596.51 ps
NOT-n1351: 584.39 ps
BUFF-n1355: 236.70 ps
NOT-n1361: 217.23 ps
AND-n1368: 245.15 ps
AND-n1369: 264.62 ps
AND-n1371: 242.15 ps
AND-n1373: 261.62 ps
AND-n1375: 217.23 ps
AND-n1377: 236.70 ps
OR-n1378: 245.15 ps
OR-n1380: 242.15 ps
OR-n1382: 217.23 ps
INP-n1384: 455.49 ps
NOT-n1385: 448.11 ps
AND-n1387: 273.64 ps
NOT-n1389: 287.51 ps
BUFF-n1394: 313.38 ps
NOT-n1406: 273.64 ps
BUFF-n1418: 313.38 ps
NOT-n1430: 273.64 ps
AND-n1441: 273.72 ps
AND-n1442: 273.64 ps
AND-n1443: 273.64 ps
AND-n1444: 313.38 ps
AND-n1445: 308.47 ps
AND-n1446: 308.39 ps
AND-n1447: 308.39 ps
AND-n1448: 348.13 ps
AND-n1449: 649.24 ps
AND-n1450: 649.16 ps
AND-n1451: 649.16 ps
AND-n1452: 688.90 ps
AND-n1453: 645.17 ps
AND-n1454: 645.09 ps
AND-n1455: 645.09 ps
AND-n1456: 684.83 ps
AND-n1457: 649.76 ps
AND-n1458: 649.68 ps
AND-n1459: 649.68 ps
AND-n1460: 689.42 ps
OR-n1461: 273.64 ps
OR-n1464: 308.39 ps
OR-n1467: 649.16 ps
OR-n1470: 645.09 ps
OR-n1473: 649.68 ps
NAND-n1475: 769.44 ps
NAND-n1476: 769.44 ps
NAND-n1477: 769.44 ps
NOT-n1481: 756.56 ps
NAND-n1484: 769.44 ps
NAND-n1485: 769.44 ps
NAND-n1486: 769.44 ps
NOT-n1490: 756.56 ps
NAND-n1493: 774.64 ps
NAND-n1494: 774.64 ps
NAND-n1495: 774.64 ps
NAND-n1498: 769.14 ps
NAND-n1499: 780.31 ps
NAND-n1500: 769.14 ps
NOT-n1504: 756.25 ps
NAND-n1507: 768.87 ps
NAND-n1508: 768.87 ps
NAND-n1509: 768.87 ps
NOT-n1513: 755.99 ps
NAND-n1516: 774.10 ps
NAND-n1517: 774.10 ps
NAND-n1518: 774.10 ps
BUFF-n1521: 750.46 ps
NOT-n1524: 741.47 ps
BUFF-n1525: 750.46 ps
NOT-n1528: 741.47 ps
BUFF-n1529: 749.88 ps
NOT-n1532: 740.89 ps
BUFF-n1533: 749.88 ps
NOT-n1536: 740.89 ps
AND-n1537: 741.47 ps
AND-n1538: 750.46 ps
NOR-n1539: 741.47 ps
AND-n1540: 741.47 ps
AND-n1541: 750.46 ps
NOR-n1542: 741.47 ps
AND-n1543: 740.89 ps
AND-n1544: 749.88 ps
NOR-n1545: 740.89 ps
AND-n1546: 740.89 ps
AND-n1547: 749.88 ps
NOR-n1548: 740.89 ps
NAND-n1549: 729.93 ps
NAND-n1550: 741.47 ps
NAND-n1551: 729.35 ps
NAND-n1552: 740.89 ps
NAND-n1553: 729.35 ps
AND-n1554: 611.51 ps
AND-n1555: 596.25 ps
AND-n1556: 596.25 ps
AND-n1557: 641.41 ps
AND-n1558: 601.67 ps
AND-n1559: 601.67 ps
AND-n1560: 596.25 ps
NAND-n1561: 622.37 ps
NAND-n1562: 610.94 ps
NAND-n1563: 610.94 ps
NOT-n1564: 600.81 ps
NAND-n1565: 617.81 ps
NAND-n1566: 606.37 ps
NAND-n1567: 606.37 ps
NOT-n1568: 596.25 ps
NAND-n1569: 645.00 ps
NAND-n1570: 633.57 ps
NAND-n1571: 633.57 ps
NOT-n1572: 623.44 ps
NAND-n1573: 633.94 ps
NAND-n1574: 622.50 ps
NAND-n1575: 622.50 ps
NOT-n1576: 612.38 ps
NAND-n1577: 628.15 ps
NAND-n1578: 616.71 ps
NAND-n1579: 616.71 ps
NOT-n1580: 606.58 ps
NAND-n1581: 633.94 ps
NAND-n1582: 622.50 ps
NAND-n1583: 622.50 ps
NOT-n1584: 612.38 ps
NAND-n1585: 645.00 ps
NAND-n1586: 633.57 ps
NAND-n1587: 633.57 ps
NOT-n1588: 623.44 ps
NAND-n1589: 645.00 ps
NAND-n1590: 633.57 ps
NAND-n1591: 633.57 ps
NOT-n1592: 623.44 ps
NAND-n1593: 645.00 ps
NAND-n1594: 633.57 ps
NAND-n1595: 633.57 ps
NOT-n1596: 623.44 ps
NAND-n1597: 633.07 ps
NAND-n1598: 621.63 ps
NAND-n1599: 621.63 ps
NOT-n1600: 611.51 ps
BUFF-n1601: 233.18 ps
NOT-n1607: 213.71 ps
AND-n1614: 241.63 ps
AND-n1615: 261.10 ps
AND-n1617: 238.64 ps
AND-n1619: 258.10 ps
AND-n1621: 213.71 ps
AND-n1623: 233.18 ps
OR-n1624: 241.63 ps
OR-n1626: 238.64 ps
OR-n1628: 213.71 ps
BUFF-n1631: 424.57 ps
NOT-n1643: 384.83 ps
BUFF-n1655: 424.57 ps
NOT-n1667: 384.83 ps
AND-n1678: 602.58 ps
AND-n1679: 602.50 ps
AND-n1680: 602.50 ps
AND-n1681: 642.24 ps
AND-n1682: 388.75 ps
AND-n1683: 388.67 ps
AND-n1684: 388.67 ps
AND-n1685: 428.41 ps
AND-n1686: 384.91 ps
AND-n1687: 384.83 ps
AND-n1688: 384.83 ps
AND-n1689: 424.57 ps
AND-n1690: 391.15 ps
AND-n1691: 391.07 ps
AND-n1692: 391.07 ps
AND-n1693: 430.81 ps
AND-n1694: 620.45 ps
AND-n1695: 620.37 ps
AND-n1696: 620.37 ps
AND-n1697: 660.11 ps
OR-n1698: 388.67 ps
OR-n1701: 384.83 ps
OR-n1704: 391.07 ps
OR-n1707: 620.37 ps
BUFF-n1710: 777.29 ps
NOT-n1716: 758.07 ps
BUFF-n1721: 774.31 ps
NOT-n1728: 751.73 ps
AND-n1734: 758.07 ps
AND-n1735: 622.37 ps
AND-n1736: 758.07 ps
AND-n1737: 617.81 ps
AND-n1738: 758.07 ps
AND-n1739: 645.00 ps
AND-n1740: 758.07 ps
AND-n1741: 633.94 ps
AND-n1742: 751.73 ps
AND-n1743: 628.15 ps
AND-n1744: 751.73 ps
AND-n1745: 633.94 ps
AND-n1746: 751.73 ps
AND-n1747: 645.00 ps
AND-n1748: 751.73 ps
AND-n1749: 645.00 ps
AND-n1750: 751.73 ps
AND-n1751: 645.00 ps
NAND-n1752: 562.91 ps
NAND-n1753: 575.37 ps
NAND-n1754: 562.91 ps
NOT-n1758: 550.01 ps
NAND-n1761: 569.13 ps
NAND-n1762: 563.98 ps
NAND-n1763: 563.98 ps
NOT-n1767: 551.09 ps
NAND-n1770: 564.61 ps
NAND-n1771: 576.05 ps
NAND-n1772: 564.61 ps
NAND-n1775: 769.14 ps
NAND-n1776: 780.31 ps
NAND-n1777: 769.14 ps
NOT-n1781: 756.25 ps
NAND-n1784: 768.87 ps
NAND-n1785: 768.87 ps
NAND-n1786: 768.87 ps
NOT-n1790: 755.99 ps
NAND-n1793: 774.10 ps
NAND-n1794: 774.10 ps
NAND-n1795: 774.10 ps
BUFF-n1798: 540.38 ps
NOT-n1801: 531.40 ps
BUFF-n1802: 540.39 ps
NOT-n1805: 531.40 ps
BUFF-n1806: 749.88 ps
NOT-n1809: 740.89 ps
BUFF-n1810: 749.88 ps
NOT-n1813: 740.89 ps
AND-n1814: 531.40 ps
AND-n1815: 540.38 ps
NOR-n1816: 531.40 ps
AND-n1817: 531.40 ps
AND-n1818: 540.39 ps
NOR-n1819: 531.40 ps
AND-n1820: 740.89 ps
AND-n1821: 749.88 ps
NOR-n1822: 740.89 ps
AND-n1823: 740.89 ps
AND-n1824: 749.88 ps
NOR-n1825: 740.89 ps
NAND-n1826: 519.86 ps
NAND-n1827: 531.40 ps
NAND-n1828: 729.35 ps
NAND-n1829: 740.89 ps
NAND-n1830: 729.35 ps
