Circuit delay: 1978.02 ps

Gate slacks:
NAND-n334: 1540.28 ps
INP-n335: 860.04 ps
NAND-n336: 1540.28 ps
INP-n337: 850.09 ps
NAND-n338: 1540.28 ps
INP-n339: 862.00 ps
NAND-n340: 1540.28 ps
INP-n341: 868.76 ps
NAND-n342: 1540.28 ps
INP-n343: 849.78 ps
NAND-n344: 1540.28 ps
INP-n345: 1212.54 ps
NAND-n346: 1540.28 ps
INP-n347: 861.62 ps
NAND-n348: 1481.83 ps
INP-n349: 868.54 ps
NAND-n350: 1481.83 ps
INP-n351: 860.04 ps
NAND-n352: 1481.83 ps
INP-n353: 850.09 ps
NAND-n354: 1481.83 ps
INP-n355: 862.00 ps
NAND-n356: 1481.83 ps
INP-n357: 868.76 ps
NAND-n358: 1481.83 ps
INP-n359: 849.78 ps
NAND-n360: 1481.83 ps
INP-n361: 1208.99 ps
NAND-n362: 1481.83 ps
INP-n363: 861.62 ps
NAND-n364: 1488.07 ps
INP-n365: 868.54 ps
NAND-n366: 1488.07 ps
INP-n367: 860.04 ps
NAND-n368: 1488.07 ps
INP-n369: 850.09 ps
NAND-n370: 1488.07 ps
INP-n371: 862.00 ps
NAND-n372: 1488.07 ps
INP-n373: 868.76 ps
NAND-n374: 1488.07 ps
INP-n375: 849.78 ps
NAND-n376: 1488.07 ps
INP-n377: 1208.83 ps
NAND-n378: 1488.07 ps
INP-n379: 861.62 ps
NAND-n380: 1524.11 ps
INP-n381: 868.54 ps
NAND-n382: 1524.11 ps
INP-n383: 860.04 ps
NAND-n384: 1524.11 ps
INP-n385: 850.09 ps
NAND-n386: 1524.11 ps
INP-n387: 862.00 ps
NAND-n388: 1524.11 ps
INP-n389: 868.76 ps
NAND-n390: 1524.11 ps
INP-n391: 849.78 ps
NAND-n392: 1524.11 ps
INP-n393: 1208.84 ps
NAND-n394: 1524.11 ps
INP-n395: 861.62 ps
NAND-n396: 1488.07 ps
INP-n397: 868.54 ps
NAND-n398: 1488.07 ps
INP-n399: 860.04 ps
NAND-n400: 1488.07 ps
INP-n401: 850.09 ps
NAND-n402: 1488.07 ps
INP-n403: 862.00 ps
NAND-n404: 1488.07 ps
INP-n405: 868.76 ps
NAND-n406: 1488.07 ps
INP-n407: 849.78 ps
NAND-n408: 1488.07 ps
INP-n409: 1208.84 ps
NAND-n410: 1488.07 ps
INP-n411: 861.62 ps
NAND-n412: 1524.11 ps
INP-n413: 868.54 ps
NAND-n414: 1524.11 ps
INP-n415: 860.04 ps
NAND-n416: 1524.11 ps
INP-n417: 850.09 ps
NAND-n418: 1524.11 ps
INP-n419: 862.00 ps
NAND-n420: 1524.11 ps
INP-n421: 868.76 ps
NAND-n422: 1524.11 ps
INP-n423: 849.78 ps
NAND-n424: 1524.11 ps
INP-n425: 1208.84 ps
NAND-n426: 1524.11 ps
INP-n427: 861.62 ps
NAND-n428: 1524.11 ps
INP-n429: 868.54 ps
NAND-n430: 1524.11 ps
INP-n431: 860.04 ps
NAND-n432: 1524.11 ps
INP-n433: 850.09 ps
NAND-n434: 1524.11 ps
INP-n435: 862.00 ps
NAND-n436: 1524.11 ps
INP-n437: 868.76 ps
NAND-n438: 1524.11 ps
INP-n439: 849.78 ps
NAND-n440: 1524.11 ps
INP-n441: 1208.83 ps
NAND-n442: 1524.11 ps
INP-n443: 861.62 ps
NAND-n444: 1524.11 ps
INP-n445: 868.54 ps
NAND-n446: 1524.11 ps
INP-n447: 860.04 ps
NAND-n448: 1524.11 ps
INP-n449: 850.09 ps
NAND-n450: 1524.11 ps
INP-n451: 862.00 ps
NAND-n452: 1524.11 ps
INP-n453: 868.76 ps
NAND-n454: 1524.11 ps
INP-n455: 849.78 ps
NAND-n456: 1524.11 ps
INP-n457: 1208.84 ps
NAND-n458: 1524.11 ps
INP-n459: 861.62 ps
NAND-n460: 1524.11 ps
INP-n461: 868.54 ps
NAND-n462: 1524.11 ps
INP-n463: 860.04 ps
NAND-n464: 1524.11 ps
INP-n465: 850.09 ps
NAND-n466: 1524.11 ps
INP-n467: 862.00 ps
NAND-n468: 1524.11 ps
INP-n469: 868.76 ps
NAND-n470: 1524.11 ps
INP-n471: 849.78 ps
NAND-n472: 1524.11 ps
INP-n473: 1208.84 ps
NAND-n474: 1524.11 ps
INP-n475: 1468.05 ps
NAND-n476: 1090.76 ps
INP-n477: 670.38 ps
NAND-n478: 1090.76 ps
INP-n479: 676.20 ps
NAND-n480: 1090.76 ps
INP-n481: 647.45 ps
NAND-n482: 1090.76 ps
INP-n483: 647.45 ps
NAND-n484: 1090.76 ps
INP-n485: 1468.05 ps
AND-n486: 1840.56 ps
INP-n487: 1453.71 ps
NAND-n488: 1572.34 ps
INP-n489: 1414.02 ps
NAND-n490: 1742.83 ps
INP-n491: 1374.69 ps
NAND-n492: 1785.26 ps
INP-n493: 1353.23 ps
NAND-n494: 1844.19 ps
INP-n495: 1392.35 ps
NAND-n496: 1167.20 ps
INP-n497: 1392.35 ps
NAND-n498: 1174.01 ps
INP-n499: 1387.00 ps
NAND-n500: 1133.81 ps
INP-n501: 1388.83 ps
NAND-n502: 1167.21 ps
INP-n503: 1434.18 ps
NAND-n504: 1174.01 ps
INP-n505: 1425.73 ps
NAND-n506: 1133.81 ps
INP-n507: 1471.09 ps
NAND-n508: 1174.01 ps
INP-n509: 1471.04 ps
NAND-n510: 952.36 ps
INP-n511: 1457.90 ps
NAND-n512: 677.97 ps
INP-n513: 1457.90 ps
NAND-n514: 656.95 ps
INP-n515: 1457.90 ps
NAND-n516: 665.05 ps
INP-n517: 1457.90 ps
NAND-n518: 608.23 ps
INP-n519: 1458.07 ps
NAND-n520: 639.60 ps
INP-n521: 1458.07 ps
NAND-n522: 660.77 ps
INP-n523: 1479.30 ps
NAND-n524: 610.62 ps
INP-n525: 1484.69 ps
NAND-n526: 579.15 ps
INP-n527: 1573.07 ps
NAND-n528: 546.50 ps
INP-n529: 1573.07 ps
NAND-n530: 517.18 ps
INP-n531: 1573.07 ps
NAND-n532: 493.97 ps
INP-n533: 1580.32 ps
NAND-n534: 515.17 ps
INP-n535: 1631.33 ps
NAND-n536: 552.96 ps
INP-n537: 1631.33 ps
NAND-n538: 458.92 ps
INP-n539: 1631.33 ps
NAND-n540: 435.71 ps
INP-n541: 1638.58 ps
NAND-n542: 521.33 ps
INP-n543: 1717.87 ps
NAND-n544: 516.36 ps
INP-n545: 1761.11 ps
NAND-n546: 473.12 ps
INP-n547: 1765.39 ps
NAND-n548: 430.20 ps
INP-n549: 1783.85 ps
NAND-n550: 386.65 ps
INP-n551: 1786.27 ps
NAND-n552: 343.42 ps
INP-n553: 1834.64 ps
AND-n554: 314.04 ps
INP-n555: 1895.97 ps
AND-n556: 231.93 ps
INP-n557: 1896.16 ps
AND-n558: 197.80 ps
INP-n559: 1697.13 ps
NAND-n560: 1010.47 ps
INP-n561: 1512.83 ps
NAND-n562: 1010.47 ps
INP-n563: 1512.83 ps
NAND-n564: 1010.47 ps
INP-n565: 1512.83 ps
NAND-n566: 1010.47 ps
INP-n567: 1503.48 ps
NAND-n568: 1010.47 ps
INP-n569: 1503.48 ps
NAND-n570: 1010.47 ps
INP-n571: 1524.36 ps
NAND-n572: 1041.72 ps
INP-n573: 1524.36 ps
NAND-n574: 1009.22 ps
INP-n575: 1545.23 ps
NAND-n576: 744.80 ps
INP-n577: 1545.23 ps
NAND-n578: 755.53 ps
INP-n579: 1566.10 ps
NAND-n580: 730.61 ps
INP-n581: 1566.10 ps
NAND-n582: 673.79 ps
INP-n583: 1586.98 ps
NAND-n584: 705.17 ps
INP-n585: 1586.98 ps
NAND-n586: 661.93 ps
INP-n587: 1607.85 ps
NAND-n588: 611.78 ps
INP-n589: 1607.85 ps
NAND-n590: 580.30 ps
INP-n591: 1628.72 ps
NAND-n592: 612.06 ps
INP-n593: 1628.72 ps
NAND-n594: 518.34 ps
INP-n595: 1649.60 ps
NAND-n596: 495.12 ps
INP-n597: 1649.60 ps
NAND-n598: 580.74 ps
INP-n599: 1670.47 ps
NAND-n600: 553.80 ps
INP-n601: 1670.47 ps
NAND-n602: 460.08 ps
INP-n603: 1691.34 ps
NAND-n604: 436.87 ps
INP-n605: 1691.34 ps
NAND-n606: 522.48 ps
INP-n607: 1712.21 ps
NAND-n608: 517.52 ps
INP-n609: 1712.21 ps
NAND-n610: 474.28 ps
INP-n611: 1733.09 ps
NAND-n612: 431.04 ps
INP-n613: 1733.09 ps
NAND-n614: 387.81 ps
INP-n615: 1753.96 ps
NAND-n616: 344.57 ps
INP-n617: 1753.96 ps
AND-n618: 314.05 ps
INP-n619: 1803.40 ps
AND-n620: 233.69 ps
INP-n621: 1821.69 ps
AND-n622: 199.56 ps
INP-n623: 2128.62 ps
NAND-n624: 964.91 ps
INP-n625: 2128.62 ps
NAND-n626: 964.91 ps
INP-n627: 2128.62 ps
NAND-n628: 964.91 ps
INP-n629: 2128.62 ps
NAND-n630: 964.91 ps
INP-n631: 2128.62 ps
NAND-n632: 964.91 ps
INP-n633: 2128.62 ps
NAND-n634: 964.91 ps
INP-n635: 2128.62 ps
NAND-n636: 964.91 ps
INP-n637: 2128.62 ps
NAND-n638: 964.91 ps
INP-n639: 2128.62 ps
NAND-n640: 964.91 ps
INP-n641: 2128.62 ps
NAND-n642: 964.91 ps
INP-n643: 2128.62 ps
NAND-n644: 964.91 ps
INP-n645: 2128.62 ps
NAND-n646: 964.91 ps
INP-n647: 2128.62 ps
NAND-n648: 964.91 ps
INP-n649: 2128.62 ps
NAND-n650: 964.91 ps
INP-n651: 2128.62 ps
NAND-n652: 964.91 ps
INP-n653: 2128.62 ps
NAND-n654: 964.91 ps
INP-n655: 2104.40 ps
NAND-n656: 964.91 ps
INP-n657: 2104.40 ps
NAND-n658: 964.91 ps
INP-n659: 2104.40 ps
NAND-n660: 964.91 ps
INP-n661: 2104.40 ps
NAND-n662: 964.91 ps
INP-n663: 2104.40 ps
NAND-n664: 964.91 ps
INP-n665: 2104.40 ps
NAND-n666: 964.91 ps
INP-n667: 2104.40 ps
NAND-n668: 964.91 ps
INP-n669: 2104.40 ps
NAND-n670: 964.91 ps
INP-n671: 2104.40 ps
NAND-n672: 964.91 ps
INP-n673: 2104.40 ps
NAND-n674: 964.91 ps
INP-n675: 2104.40 ps
NAND-n676: 964.91 ps
INP-n677: 2104.40 ps
NAND-n678: 964.91 ps
INP-n679: 2104.40 ps
NAND-n680: 964.91 ps
INP-n681: 2104.40 ps
NAND-n682: 964.91 ps
INP-n683: 2104.40 ps
NAND-n684: 964.91 ps
NAND-n685: 1096.93 ps
NAND-n686: 1096.93 ps
NAND-n687: 1096.93 ps
NAND-n688: 1096.93 ps
NAND-n689: 1096.93 ps
NAND-n690: 1096.93 ps
NAND-n691: 1096.93 ps
NAND-n692: 1096.93 ps
NAND-n693: 1096.93 ps
NAND-n694: 1096.93 ps
NAND-n695: 1096.93 ps
NAND-n696: 1096.93 ps
NAND-n697: 1096.93 ps
NAND-n698: 1096.93 ps
NAND-n699: 1096.93 ps
NAND-n700: 1096.93 ps
NAND-n701: 1067.81 ps
NAND-n702: 1067.81 ps
NAND-n703: 1067.81 ps
NAND-n704: 1067.81 ps
NAND-n705: 1067.81 ps
NAND-n706: 1067.81 ps
NAND-n707: 1067.81 ps
NAND-n708: 1067.81 ps
NAND-n709: 1067.81 ps
NAND-n710: 1067.81 ps
NAND-n711: 1067.81 ps
NAND-n712: 1067.81 ps
NAND-n713: 1067.81 ps
NAND-n714: 1067.81 ps
NAND-n715: 1067.81 ps
AND-n716: 1124.23 ps
INP-n717: 1754.39 ps
NAND-n718: 818.58 ps
INP-n719: 1754.39 ps
NAND-n720: 818.58 ps
INP-n721: 1754.39 ps
NAND-n722: 818.58 ps
INP-n723: 1745.04 ps
NAND-n724: 818.58 ps
INP-n725: 1745.04 ps
NAND-n726: 818.58 ps
INP-n727: 1765.91 ps
NAND-n728: 818.58 ps
INP-n729: 1765.91 ps
NAND-n730: 818.58 ps
INP-n731: 1786.79 ps
NAND-n732: 818.58 ps
INP-n733: 1786.79 ps
NAND-n734: 818.58 ps
INP-n735: 1807.66 ps
NAND-n736: 818.58 ps
INP-n737: 1807.66 ps
NAND-n738: 818.58 ps
INP-n739: 1828.53 ps
NAND-n740: 818.58 ps
INP-n741: 1828.53 ps
NAND-n742: 818.58 ps
INP-n743: 1849.41 ps
NAND-n744: 818.58 ps
INP-n745: 1849.41 ps
NAND-n746: 818.58 ps
INP-n747: 1870.28 ps
NAND-n748: 818.58 ps
INP-n749: 1870.28 ps
NAND-n750: 818.58 ps
INP-n751: 1891.15 ps
NAND-n752: 818.58 ps
INP-n753: 1891.15 ps
NAND-n754: 818.58 ps
INP-n755: 1912.03 ps
NAND-n756: 818.58 ps
INP-n757: 1912.03 ps
NAND-n758: 818.58 ps
INP-n759: 1932.90 ps
NAND-n760: 818.58 ps
INP-n761: 1932.90 ps
NAND-n762: 818.58 ps
INP-n763: 1953.77 ps
NAND-n764: 791.80 ps
INP-n765: 1953.77 ps
NAND-n766: 791.80 ps
INP-n767: 1974.65 ps
NAND-n768: 796.35 ps
INP-n769: 1974.65 ps
NAND-n770: 796.35 ps
INP-n771: 1995.52 ps
NAND-n772: 796.35 ps
INP-n773: 1995.52 ps
NAND-n774: 803.98 ps
INP-n775: 2044.96 ps
NAND-n776: 803.98 ps
INP-n777: 2063.00 ps
NAND-n778: 803.98 ps
INP-n779: 2099.45 ps
NAND-n780: 840.19 ps
INP-n781: 1669.97 ps
NAND-n782: 1023.32 ps
INP-n783: 1669.97 ps
NAND-n784: 1023.32 ps
INP-n785: 1669.97 ps
NAND-n786: 1023.32 ps
INP-n787: 1696.40 ps
NAND-n788: 1023.32 ps
INP-n789: 1700.10 ps
NAND-n790: 1023.32 ps
INP-n791: 1719.58 ps
NAND-n792: 1023.32 ps
INP-n793: 1723.28 ps
NAND-n794: 1023.32 ps
INP-n795: 1742.76 ps
NAND-n796: 1023.32 ps
INP-n797: 1746.45 ps
NAND-n798: 1023.32 ps
INP-n799: 1765.93 ps
NAND-n800: 1023.32 ps
INP-n801: 1769.63 ps
NAND-n802: 1023.32 ps
INP-n803: 1789.11 ps
NAND-n804: 1023.32 ps
INP-n805: 1792.81 ps
NAND-n806: 1023.32 ps
INP-n807: 1812.29 ps
NAND-n808: 1023.32 ps
INP-n809: 1815.98 ps
NAND-n810: 1023.32 ps
INP-n811: 1835.46 ps
NAND-n812: 1023.32 ps
INP-n813: 1839.16 ps
NAND-n814: 1023.32 ps
INP-n815: 1858.64 ps
NAND-n816: 1023.32 ps
INP-n817: 1862.34 ps
NAND-n818: 1023.32 ps
INP-n819: 1881.82 ps
NAND-n820: 1023.32 ps
INP-n821: 1885.51 ps
NAND-n822: 1023.32 ps
INP-n823: 1904.99 ps
NAND-n824: 1023.32 ps
INP-n825: 1908.69 ps
NAND-n826: 1023.32 ps
INP-n827: 1928.17 ps
NAND-n828: 1023.32 ps
INP-n829: 1931.87 ps
NAND-n830: 1023.32 ps
INP-n831: 1951.35 ps
NAND-n832: 1023.32 ps
INP-n833: 1955.04 ps
NAND-n834: 1023.32 ps
INP-n835: 1974.52 ps
NAND-n836: 1023.32 ps
INP-n837: 1978.22 ps
NAND-n838: 1023.32 ps
INP-n839: 1998.41 ps
NAND-n840: 1023.32 ps
INP-n841: 2017.85 ps
NAND-n842: 1023.32 ps
INP-n843: 1868.67 ps
NAND-n844: 1023.32 ps
INP-n845: 2033.31 ps
NAND-n846: 859.63 ps
INP-n847: 1745.46 ps
NAND-n848: 859.63 ps
INP-n849: 1745.46 ps
NAND-n850: 859.63 ps
INP-n851: 1745.46 ps
NAND-n852: 859.63 ps
INP-n853: 1736.11 ps
NAND-n854: 825.63 ps
INP-n855: 1736.11 ps
NAND-n856: 825.63 ps
INP-n857: 1756.98 ps
NAND-n858: 859.24 ps
INP-n859: 1756.98 ps
NAND-n860: 859.24 ps
INP-n861: 1777.85 ps
NAND-n862: 859.24 ps
INP-n863: 1777.85 ps
NAND-n864: 859.24 ps
INP-n865: 1798.73 ps
NAND-n866: 859.24 ps
INP-n867: 1798.73 ps
NAND-n868: 859.24 ps
INP-n869: 1819.60 ps
NAND-n870: 859.24 ps
INP-n871: 1819.60 ps
NAND-n872: 859.24 ps
INP-n873: 1840.47 ps
NAND-n874: 859.24 ps
INP-n875: 1840.47 ps
NAND-n876: 859.24 ps
INP-n877: 1861.35 ps
NAND-n878: 859.24 ps
INP-n879: 1861.35 ps
NAND-n880: 859.24 ps
INP-n881: 1882.22 ps
NAND-n882: 859.24 ps
INP-n883: 1882.22 ps
NAND-n884: 859.24 ps
INP-n885: 1903.09 ps
NAND-n886: 859.63 ps
INP-n887: 1903.09 ps
NAND-n888: 859.63 ps
INP-n889: 1923.97 ps
NAND-n890: 859.63 ps
INP-n891: 1923.97 ps
NAND-n892: 859.63 ps
INP-n893: 1944.84 ps
NAND-n894: 859.63 ps
INP-n895: 1944.84 ps
NAND-n896: 859.63 ps
INP-n897: 1965.71 ps
NAND-n898: 859.63 ps
INP-n899: 1965.71 ps
NAND-n900: 859.63 ps
INP-n901: 1986.59 ps
NAND-n902: 846.49 ps
INP-n903: 1986.59 ps
NAND-n904: 859.63 ps
INP-n905: 1997.54 ps
NAND-n906: 846.49 ps
INP-n907: 1997.54 ps
NAND-n908: 862.16 ps
INP-n909: 2133.16 ps
NAND-n910: 1927.83 ps
INP-n911: 2133.16 ps
NAND-n912: 1934.12 ps
INP-n913: 2133.16 ps
NAND-n914: 1927.83 ps
INP-n915: 2133.16 ps
NAND-n916: 1934.12 ps
NAND-n917: 1824.40 ps
INP-n918: 1942.49 ps
NAND-n919: 1474.53 ps
INP-n920: 1951.45 ps
