Circuit delay: 846.21 ps

Gate slacks:
INP-n195: 499.80 ps
INP-n196: 503.64 ps
INP-n197: 616.95 ps
INP-n198: 479.04 ps
INP-n199: 808.92 ps
INP-n200: 517.43 ps
INP-n201: 521.25 ps
INP-n202: 525.07 ps
INP-n203: 528.16 ps
INP-n204: 492.08 ps
INP-n205: 495.97 ps
INP-n206: 499.80 ps
INP-n207: 503.64 ps
INP-n208: 616.95 ps
INP-n209: 362.43 ps
INP-n210: 808.92 ps
INP-n211: 665.56 ps
INP-n212: 665.56 ps
INP-n213: 535.78 ps
INP-n214: 352.64 ps
INP-n215: 345.69 ps
INP-n216: 356.11 ps
INP-n217: 390.29 ps
INP-n218: 808.92 ps
INP-n219: 419.11 ps
INP-n220: 405.17 ps
INP-n221: 405.17 ps
INP-n222: 411.72 ps
INP-n223: 402.47 ps
INP-n224: 380.05 ps
INP-n225: 373.10 ps
INP-n226: 383.52 ps
INP-n227: 616.95 ps
INP-n228: 808.92 ps
INP-n229: 362.19 ps
INP-n230: 808.92 ps
INP-n231: 418.80 ps
INP-n232: 404.95 ps
INP-n233: 404.95 ps
INP-n234: 404.08 ps
INP-n235: 402.40 ps
INP-n236: 380.05 ps
INP-n237: 373.10 ps
INP-n238: 383.52 ps
INP-n239: 616.95 ps
INP-n240: 808.92 ps
OR-n241: 454.57 ps
AND-n242: 429.02 ps
AND-n243: 405.54 ps
AND-n244: 371.91 ps
AND-n245: 414.31 ps
OR-n246: 371.91 ps
AND-n247: 331.50 ps
AND-n248: 340.62 ps
OR-n249: 331.50 ps
AND-n250: 356.93 ps
AND-n251: 365.96 ps
OR-n252: 356.93 ps
AND-n254: 452.50 ps
AND-n255: 425.18 ps
AND-n256: 391.47 ps
AND-n257: 438.80 ps
OR-n258: 391.47 ps
AND-n260: 452.50 ps
AND-n261: 425.18 ps
AND-n262: 391.47 ps
AND-n263: 438.80 ps
OR-n264: 391.47 ps
OR-n265: 425.67 ps
AND-n266: 400.14 ps
AND-n267: 376.66 ps
AND-n268: 343.09 ps
AND-n269: 397.90 ps
OR-n270: 343.09 ps
AND-n271: 266.95 ps
AND-n272: 283.07 ps
OR-n273: 266.95 ps
AND-n274: 275.60 ps
AND-n275: 284.71 ps
OR-n276: 275.60 ps
AND-n278: 846.02 ps
NOT-n279: 908.98 ps
AND-n280: 870.21 ps
NOT-n281: 845.24 ps
NAND-n284: 890.43 ps
NOT-n286: 881.32 ps
NAND-n289: 890.43 ps
NAND-n292: 873.36 ps
NAND-n293: 361.49 ps
NAND-n294: 372.93 ps
NAND-n295: 361.49 ps
AND-n296: 297.10 ps
AND-n297: 316.57 ps
OR-n298: 297.10 ps
AND-n299: 297.10 ps
AND-n300: 316.57 ps
OR-n301: 297.10 ps
AND-n302: 297.10 ps
AND-n303: 316.57 ps
OR-n304: 297.10 ps
AND-n305: 297.09 ps
AND-n306: 316.57 ps
OR-n307: 297.09 ps
NAND-n308: 265.69 ps
NAND-n309: 276.98 ps
NAND-n310: 265.69 ps
NAND-n311: 265.68 ps
NAND-n312: 276.98 ps
NAND-n313: 265.68 ps
NAND-n314: 333.43 ps
NAND-n315: 344.89 ps
NAND-n316: 333.43 ps
NAND-n317: 333.52 ps
NAND-n318: 344.97 ps
NAND-n319: 333.52 ps
NAND-n320: 138.24 ps
NOT-n321: 113.19 ps
NAND-n322: 326.22 ps
NAND-n323: 337.66 ps
NAND-n324: 326.22 ps
NAND-n325: 224.14 ps
NAND-n326: 235.43 ps
NAND-n327: 224.14 ps
NAND-n328: 224.13 ps
NAND-n329: 235.43 ps
NAND-n330: 224.13 ps
NAND-n331: 296.92 ps
NAND-n332: 308.37 ps
NAND-n333: 296.92 ps
NAND-n334: 296.91 ps
NAND-n335: 308.36 ps
NAND-n336: 296.91 ps
NAND-n337: 133.03 ps
NOT-n338: 107.98 ps
-n339: 930.83 ps
NOT-n341: 881.32 ps
NAND-n342: 351.10 ps
NAND-n343: 362.54 ps
NAND-n344: 351.10 ps
AND-n345: 286.70 ps
AND-n346: 306.18 ps
OR-n347: 286.70 ps
AND-n348: 286.70 ps
AND-n349: 306.18 ps
OR-n350: 286.70 ps
AND-n351: 286.70 ps
AND-n352: 306.18 ps
OR-n353: 286.70 ps
AND-n354: 286.70 ps
AND-n355: 306.18 ps
OR-n356: 286.70 ps
NAND-n357: 255.30 ps
NAND-n358: 266.59 ps
NAND-n359: 255.30 ps
NAND-n360: 255.29 ps
NAND-n361: 266.59 ps
NAND-n362: 255.29 ps
NAND-n363: 323.04 ps
NAND-n364: 334.49 ps
NAND-n365: 323.04 ps
NAND-n366: 323.12 ps
NAND-n367: 334.57 ps
NAND-n368: 323.12 ps
NAND-n369: 117.89 ps
NOT-n370: 92.84 ps
NAND-n371: 579.98 ps
NAND-n372: 568.55 ps
NAND-n373: 568.55 ps
AND-n374: 429.78 ps
AND-n375: 452.52 ps
OR-n376: 429.78 ps
AND-n377: 429.78 ps
AND-n378: 452.52 ps
OR-n379: 429.78 ps
AND-n380: 429.78 ps
AND-n381: 452.52 ps
OR-n382: 429.78 ps
AND-n383: 429.78 ps
AND-n384: 452.52 ps
OR-n385: 429.78 ps
NAND-n386: 472.29 ps
NAND-n387: 483.58 ps
NAND-n388: 472.29 ps
NAND-n389: 472.28 ps
NAND-n390: 483.58 ps
NAND-n391: 472.28 ps
NAND-n392: 540.47 ps
NAND-n393: 551.93 ps
NAND-n394: 540.47 ps
NAND-n395: 540.55 ps
NAND-n396: 552.00 ps
NAND-n397: 540.55 ps
NAND-n398: 109.68 ps
NOT-n399: 84.62 ps
NOT-n400: 896.20 ps
NOT-n401: 896.20 ps
NAND-n402: 896.20 ps
NOT-n404: 839.25 ps
NOT-n406: 839.25 ps
NOT-n408: 839.25 ps
NOT-n410: 839.25 ps
NOT-n412: 451.06 ps
NOT-n414: 457.41 ps
NOT-n416: 463.76 ps
AND-n417: 420.74 ps
NOT-n418: 395.78 ps
BUFF-n419: 244.93 ps
BUFF-n422: 244.93 ps
BUFF-n432: 877.06 ps
BUFF-n436: 899.04 ps
BUFF-n438: 899.04 ps
BUFF-n440: 899.04 ps
BUFF-n442: 899.04 ps
BUFF-n444: 899.04 ps
BUFF-n446: 874.62 ps
BUFF-n448: 899.04 ps
BUFF-n450: 899.04 ps
BUFF-n453: 855.22 ps
BUFF-n469: 244.93 ps
BUFF-n471: 244.93 ps
BUFF-n478: 899.04 ps
BUFF-n480: 899.04 ps
BUFF-n482: 899.04 ps
BUFF-n484: 899.04 ps
BUFF-n486: 899.04 ps
BUFF-n488: 899.04 ps
BUFF-n490: 899.04 ps
BUFF-n492: 899.04 ps
BUFF-n494: 899.04 ps
BUFF-n496: 899.04 ps
BUFF-n522: 899.04 ps
BUFF-n524: 899.04 ps
BUFF-n526: 899.04 ps
BUFF-n528: 899.04 ps
BUFF-n530: 899.04 ps
BUFF-n532: 899.04 ps
BUFF-n534: 899.04 ps
BUFF-n536: 899.04 ps
BUFF-n538: 899.04 ps
BUFF-n540: 899.04 ps
BUFF-n542: 899.04 ps
BUFF-n544: 899.04 ps
BUFF-n546: 899.04 ps
BUFF-n548: 899.04 ps
BUFF-n550: 899.04 ps
BUFF-n552: 899.04 ps
BUFF-n554: 899.04 ps
BUFF-n556: 899.04 ps
BUFF-n558: 899.04 ps
BUFF-n560: 899.04 ps
BUFF-n572: 846.02 ps
BUFF-n573: 867.89 ps
NOT-n574: 890.43 ps
NOT-n575: 889.54 ps
OR-n577: 523.62 ps
AND-n579: 523.62 ps
BUFF-n581: 560.90 ps
BUFF-n587: 492.27 ps
NOT-n594: 496.02 ps
BUFF-n601: 563.19 ps
BUFF-n606: 494.65 ps
NOT-n611: 505.21 ps
AND-n615: 523.62 ps
OR-n616: 507.65 ps
AND-n617: 499.92 ps
OR-n618: 499.92 ps
AND-n619: 496.09 ps
OR-n620: 496.09 ps
AND-n621: 492.27 ps
OR-n622: 492.27 ps
AND-n623: 494.65 ps
OR-n624: 494.65 ps
AND-n625: 600.96 ps
OR-n626: 600.96 ps
AND-n627: 600.96 ps
OR-n628: 600.96 ps
AND-n629: 507.65 ps
AND-n633: 499.92 ps
AND-n637: 496.09 ps
AND-n641: 492.27 ps
AND-n645: 494.65 ps
BUFF-n650: 477.44 ps
BUFF-n657: 408.90 ps
NOT-n664: 412.67 ps
BUFF-n671: 375.60 ps
BUFF-n678: 307.04 ps
NOT-n685: 310.81 ps
AND-n691: 412.42 ps
OR-n692: 412.42 ps
AND-n693: 420.57 ps
OR-n694: 420.57 ps
AND-n695: 416.56 ps
OR-n696: 416.56 ps
AND-n697: 412.73 ps
OR-n698: 412.73 ps
AND-n699: 408.90 ps
OR-n700: 408.90 ps
AND-n701: 321.22 ps
OR-n702: 321.22 ps
AND-n703: 313.29 ps
OR-n704: 313.29 ps
AND-n705: 307.04 ps
OR-n706: 307.04 ps
AND-n707: 307.04 ps
OR-n708: 307.04 ps
AND-n709: 320.98 ps
OR-n710: 320.98 ps
AND-n711: 412.42 ps
AND-n715: 420.57 ps
AND-n719: 416.56 ps
AND-n723: 412.73 ps
AND-n727: 408.90 ps
AND-n731: 321.22 ps
AND-n737: 313.29 ps
AND-n745: 307.04 ps
AND-n751: 307.04 ps
AND-n757: 320.98 ps
NAND-n763: 482.39 ps
NAND-n764: 470.95 ps
NAND-n765: 470.95 ps
AND-n777: 544.53 ps
AND-n784: 508.36 ps
NAND-n790: 442.92 ps
NAND-n791: 431.48 ps
NAND-n792: 431.48 ps
AND-n802: 551.88 ps
NAND-n803: 253.55 ps
NAND-n804: 242.11 ps
NAND-n805: 242.11 ps
AND-n821: 379.01 ps
NAND-n825: 246.61 ps
NAND-n826: 235.17 ps
NAND-n827: 235.17 ps
AND-n845: 324.58 ps
NAND-n851: 257.02 ps
NAND-n852: 245.58 ps
NAND-n853: 245.58 ps
AND-n868: 300.38 ps
AND-n877: 291.62 ps
NAND-n885: 498.21 ps
NAND-n886: 507.81 ps
NAND-n887: 498.21 ps
NAND-n893: 270.58 ps
NAND-n894: 259.14 ps
NAND-n895: 259.14 ps
AND-n902: 589.34 ps
NOT-n906: 672.95 ps
AND-n907: 651.06 ps
OR-n908: 651.06 ps
NOT-n912: 654.53 ps
AND-n913: 530.09 ps
AND-n914: 530.09 ps
AND-n915: 516.24 ps
AND-n916: 470.95 ps
OR-n917: 470.95 ps
AND-n920: 411.32 ps
NOT-n924: 422.80 ps
AND-n925: 469.69 ps
AND-n926: 446.07 ps
AND-n927: 397.61 ps
AND-n928: 397.61 ps
OR-n929: 397.61 ps
NOT-n933: 376.33 ps
AND-n937: 312.61 ps
AND-n938: 306.82 ps
AND-n939: 264.15 ps
AND-n940: 264.15 ps
AND-n941: 287.88 ps
AND-n942: 282.08 ps
AND-n943: 235.17 ps
AND-n944: 239.16 ps
AND-n945: 239.16 ps
AND-n946: 239.16 ps
AND-n947: 253.55 ps
AND-n948: 253.55 ps
AND-n949: 288.12 ps
OR-n950: 288.12 ps
AND-n953: 496.22 ps
NAND-n955: 284.71 ps
AND-n956: 313.40 ps
NAND-n957: 654.53 ps
AND-n958: 284.71 ps
NOT-n961: 275.60 ps
AND-n962: 376.33 ps
NOT-n965: 367.21 ps
NAND-n967: 423.80 ps
NAND-n971: 434.34 ps
BUFF-n975: 249.34 ps
NOT-n980: 233.07 ps
NAND-n984: 145.46 ps
NAND-n985: 156.93 ps
NAND-n986: 145.46 ps
NAND-n987: 160.06 ps
NAND-n988: 171.52 ps
NAND-n989: 160.06 ps
NOT-n990: 149.92 ps
AND-n991: 233.23 ps
AND-n992: 233.07 ps
AND-n993: 249.34 ps
AND-n994: 249.34 ps
AND-n995: 149.92 ps
AND-n996: 145.46 ps
AND-n997: 411.32 ps
AND-n1002: 425.67 ps
NAND-n1003: 145.46 ps
NAND-n1004: 133.03 ps
NAND-n1005: 615.70 ps
NAND-n1006: 604.27 ps
NAND-n1007: 604.27 ps
AND-n1014: 698.26 ps
NAND-n1017: 595.49 ps
NAND-n1018: 605.09 ps
NAND-n1019: 595.49 ps
NOT-n1023: 741.64 ps
NAND-n1024: 477.01 ps
NAND-n1025: 465.57 ps
NAND-n1026: 465.57 ps
AND-n1035: 590.81 ps
NAND-n1036: 460.27 ps
NAND-n1037: 448.83 ps
NAND-n1038: 448.83 ps
AND-n1050: 553.85 ps
NAND-n1053: 456.79 ps
NAND-n1054: 445.36 ps
NAND-n1055: 445.36 ps
AND-n1068: 550.36 ps
NAND-n1072: 460.27 ps
NAND-n1073: 448.83 ps
NAND-n1074: 448.83 ps
AND-n1086: 511.84 ps
NAND-n1091: 465.20 ps
NAND-n1092: 453.76 ps
NAND-n1093: 453.76 ps
AND-n1102: 502.19 ps
AND-n1108: 595.49 ps
NOT-n1112: 678.93 ps
AND-n1115: 737.94 ps
AND-n1116: 665.81 ps
OR-n1117: 665.81 ps
NOT-n1121: 669.28 ps
AND-n1122: 445.36 ps
AND-n1125: 511.73 ps
AND-n1126: 496.76 ps
AND-n1127: 454.57 ps
AND-n1128: 454.57 ps
OR-n1129: 454.57 ps
AND-n1132: 560.75 ps
AND-n1133: 557.85 ps
AND-n1134: 518.62 ps
AND-n1136: 235.43 ps
AND-n1137: 557.85 ps
AND-n1138: 557.85 ps
AND-n1140: 235.43 ps
AND-n1141: 592.30 ps
AND-n1143: 308.37 ps
AND-n1145: 308.36 ps
AND-n1146: 445.36 ps
AND-n1151: 454.57 ps
NAND-n1152: 706.12 ps
NAND-n1153: 693.33 ps
NAND-n1154: 693.33 ps
NOT-n1155: 683.04 ps
NAND-n1156: 707.73 ps
NAND-n1157: 696.29 ps
NAND-n1158: 696.29 ps
AND-n1160: 283.07 ps
OR-n1161: 283.07 ps
NOT-n1166: 266.95 ps
AND-n1170: 278.99 ps
AND-n1171: 295.11 ps
OR-n1172: 278.99 ps
AND-n1173: 278.99 ps
AND-n1174: 295.11 ps
OR-n1175: 278.99 ps
NAND-n1176: 669.28 ps
NOT-n1178: 459.57 ps
AND-n1184: 870.21 ps
NOT-n1186: 445.39 ps
NOT-n1192: 459.32 ps
INP-n1197: 907.21 ps
BUFF-n1198: 513.74 ps
BUFF-n1205: 907.40 ps
NAND-n1206: 507.22 ps
NAND-n1207: 373.30 ps
BUFF-n1210: 655.98 ps
NAND-n1215: 469.87 ps
NAND-n1216: 481.29 ps
NAND-n1217: 469.87 ps
NOT-n1221: 456.99 ps
NAND-n1224: 475.42 ps
NAND-n1225: 475.42 ps
NAND-n1226: 475.42 ps
NOT-n1230: 462.53 ps
NAND-n1233: 486.89 ps
NAND-n1234: 480.64 ps
NAND-n1235: 480.64 ps
NAND-n1238: 485.76 ps
NAND-n1239: 495.72 ps
NAND-n1240: 485.76 ps
NOT-n1244: 472.87 ps
NAND-n1247: 482.01 ps
NAND-n1248: 482.01 ps
NAND-n1249: 482.01 ps
NOT-n1253: 469.13 ps
NAND-n1256: 493.49 ps
NAND-n1257: 487.24 ps
NAND-n1258: 487.24 ps
NAND-n1261: 474.98 ps
NAND-n1262: 486.42 ps
NAND-n1263: 474.98 ps
NOT-n1267: 462.09 ps
NAND-n1270: 480.61 ps
NAND-n1271: 480.61 ps
NAND-n1272: 480.61 ps
NOT-n1276: 467.72 ps
NAND-n1279: 480.73 ps
NAND-n1280: 485.83 ps
NAND-n1281: 480.73 ps
BUFF-n1284: 456.42 ps
NOT-n1287: 447.43 ps
BUFF-n1288: 456.42 ps
NOT-n1291: 447.43 ps
BUFF-n1292: 463.02 ps
NOT-n1295: 454.03 ps
BUFF-n1296: 463.02 ps
NOT-n1299: 454.03 ps
BUFF-n1300: 456.51 ps
NOT-n1303: 447.52 ps
BUFF-n1304: 456.51 ps
NOT-n1307: 447.52 ps
AND-n1308: 447.43 ps
AND-n1309: 456.42 ps
NOR-n1310: 447.43 ps
AND-n1311: 447.43 ps
AND-n1312: 456.42 ps
NOR-n1313: 447.43 ps
AND-n1314: 454.03 ps
AND-n1315: 463.02 ps
NOR-n1316: 454.03 ps
AND-n1317: 454.03 ps
AND-n1318: 463.02 ps
NOR-n1319: 454.03 ps
AND-n1320: 447.52 ps
AND-n1321: 456.51 ps
NOR-n1322: 447.52 ps
AND-n1323: 447.52 ps
AND-n1324: 456.51 ps
NOR-n1325: 447.52 ps
NAND-n1326: 435.89 ps
NAND-n1327: 447.43 ps
NAND-n1328: 435.89 ps
NAND-n1329: 442.49 ps
NAND-n1330: 454.03 ps
NAND-n1331: 442.49 ps
NAND-n1332: 435.98 ps
NAND-n1333: 447.52 ps
NAND-n1334: 435.98 ps
BUFF-n1336: 443.38 ps
NOT-n1343: 420.66 ps
BUFF-n1350: 302.37 ps
NOT-n1357: 279.65 ps
AND-n1363: 523.50 ps
AND-n1364: 546.22 ps
AND-n1365: 432.34 ps
AND-n1366: 455.07 ps
AND-n1367: 428.34 ps
AND-n1368: 451.06 ps
AND-n1369: 424.50 ps
AND-n1370: 447.22 ps
AND-n1371: 420.66 ps
AND-n1372: 443.38 ps
AND-n1373: 523.50 ps
AND-n1374: 546.22 ps
AND-n1375: 296.83 ps
AND-n1376: 319.56 ps
AND-n1377: 290.07 ps
AND-n1378: 312.79 ps
AND-n1379: 279.65 ps
AND-n1380: 302.37 ps
AND-n1381: 286.59 ps
AND-n1382: 309.32 ps
OR-n1383: 432.34 ps
OR-n1387: 428.34 ps
OR-n1391: 424.50 ps
OR-n1395: 420.66 ps
OR-n1399: 296.83 ps
OR-n1406: 290.07 ps
OR-n1412: 279.65 ps
OR-n1418: 286.59 ps
AND-n1436: 281.55 ps
AND-n1440: 281.54 ps
AND-n1445: 302.68 ps
OR-n1447: 281.54 ps
AND-n1450: 301.00 ps
AND-n1454: 356.37 ps
INP-n1455: 655.21 ps
NOT-n1458: 647.83 ps
INP-n1459: 616.06 ps
NOT-n1461: 608.68 ps
INP-n1462: 449.40 ps
NOT-n1464: 428.48 ps
INP-n1469: 438.25 ps
NOT-n1471: 421.50 ps
BUFF-n1475: 406.25 ps
NOT-n1477: 388.24 ps
INP-n1480: 434.78 ps
NOT-n1482: 418.02 ps
INP-n1486: 581.92 ps
NOT-n1488: 565.16 ps
INP-n1492: 534.31 ps
NOT-n1495: 685.15 ps
INP-n1496: 539.55 ps
NOT-n1499: 685.15 ps
NOT-n1500: 585.72 ps
AND-n1501: 808.92 ps
BUFF-n1503: 310.82 ps
NOT-n1507: 305.62 ps
BUFF-n1512: 444.77 ps
NOT-n1514: 440.66 ps
AND-n1518: 534.31 ps
NOT-n1519: 508.36 ps
BUFF-n1524: 360.06 ps
NOT-n1530: 435.52 ps
NOT-n1535: 393.82 ps
NAND-n1541: 539.55 ps
NAND-n1544: 367.50 ps
NAND-n1545: 356.06 ps
NAND-n1546: 356.06 ps
AND-n1553: 519.05 ps
NAND-n1554: 331.76 ps
NAND-n1555: 320.33 ps
NAND-n1556: 320.33 ps
AND-n1567: 399.11 ps
NAND-n1571: 307.09 ps
NAND-n1572: 295.65 ps
NAND-n1573: 295.65 ps
AND-n1584: 373.19 ps
AND-n1590: 331.73 ps
NAND-n1596: 358.45 ps
NAND-n1597: 347.01 ps
NAND-n1598: 347.01 ps
AND-n1606: 474.67 ps
NAND-n1607: 258.75 ps
NAND-n1608: 247.31 ps
NAND-n1609: 247.31 ps
AND-n1624: 384.21 ps
NAND-n1628: 251.80 ps
NAND-n1629: 240.36 ps
NAND-n1630: 240.36 ps
AND-n1647: 329.79 ps
NAND-n1653: 262.22 ps
NAND-n1654: 250.78 ps
NAND-n1655: 250.78 ps
AND-n1669: 305.58 ps
AND-n1677: 296.83 ps
NAND-n1685: 333.28 ps
NAND-n1686: 321.84 ps
NAND-n1687: 321.84 ps
NAND-n1693: 275.71 ps
NAND-n1694: 264.27 ps
NAND-n1695: 264.27 ps
AND-n1702: 342.12 ps
AND-n1705: 439.78 ps
AND-n1706: 428.17 ps
AND-n1707: 388.82 ps
OR-n1708: 388.82 ps
AND-n1709: 320.33 ps
AND-n1710: 320.33 ps
AND-n1711: 320.33 ps
AND-n1712: 338.13 ps
AND-n1713: 338.13 ps
AND-n1714: 295.65 ps
OR-n1715: 295.65 ps
AND-n1718: 324.27 ps
NOT-n1721: 438.78 ps
AND-n1722: 392.48 ps
AND-n1723: 380.21 ps
AND-n1724: 331.76 ps
AND-n1725: 331.76 ps
OR-n1726: 331.76 ps
NOT-n1730: 384.88 ps
AND-n1733: 317.81 ps
AND-n1734: 312.02 ps
AND-n1735: 269.34 ps
AND-n1736: 269.34 ps
AND-n1737: 293.08 ps
AND-n1738: 287.28 ps
AND-n1739: 240.36 ps
AND-n1740: 244.35 ps
AND-n1741: 244.35 ps
AND-n1742: 244.35 ps
AND-n1743: 258.75 ps
AND-n1744: 258.75 ps
AND-n1745: 293.32 ps
OR-n1746: 293.32 ps
AND-n1749: 320.92 ps
AND-n1750: 318.60 ps
AND-n1751: 384.88 ps
NOT-n1754: 375.76 ps
NAND-n1755: 224.67 ps
NAND-n1756: 236.13 ps
NAND-n1757: 224.67 ps
NAND-n1760: 236.22 ps
NAND-n1761: 247.67 ps
NAND-n1762: 236.22 ps
OR-n1766: 301.00 ps
NOT-n1771: 284.72 ps
NAND-n1775: 150.67 ps
NAND-n1776: 162.14 ps
NAND-n1777: 150.67 ps
NAND-n1778: 165.25 ps
NAND-n1779: 176.72 ps
NAND-n1780: 165.25 ps
NOT-n1781: 155.12 ps
AND-n1782: 236.22 ps
AND-n1783: 224.67 ps
AND-n1784: 236.22 ps
AND-n1785: 224.83 ps
AND-n1786: 155.12 ps
AND-n1787: 150.67 ps
AND-n1788: 324.27 ps
AND-n1789: 331.76 ps
OR-n1790: 331.76 ps
NAND-n1791: 150.67 ps
NAND-n1792: 138.24 ps
NAND-n1793: 292.71 ps
NAND-n1794: 281.27 ps
NAND-n1795: 281.27 ps
AND-n1802: 444.13 ps
NAND-n1803: 278.77 ps
NAND-n1804: 267.33 ps
NAND-n1805: 267.33 ps
AND-n1816: 407.23 ps
NAND-n1820: 278.77 ps
NAND-n1821: 267.33 ps
NAND-n1822: 267.33 ps
AND-n1834: 400.71 ps
AND-n1841: 352.21 ps
NAND-n1848: 283.09 ps
NAND-n1849: 271.65 ps
NAND-n1850: 271.65 ps
NOT-n1856: 614.35 ps
NAND-n1857: 292.95 ps
NAND-n1858: 281.51 ps
NAND-n1859: 281.51 ps
AND-n1866: 410.60 ps
NAND-n1867: 287.56 ps
NAND-n1868: 276.13 ps
NAND-n1869: 276.13 ps
AND-n1880: 385.01 ps
NAND-n1883: 284.09 ps
NAND-n1884: 272.65 ps
NAND-n1885: 272.65 ps
AND-n1897: 381.52 ps
NAND-n1901: 287.56 ps
NAND-n1902: 276.13 ps
NAND-n1903: 276.13 ps
AND-n1914: 343.00 ps
NAND-n1919: 292.43 ps
NAND-n1920: 280.98 ps
NAND-n1921: 280.98 ps
AND-n1929: 333.37 ps
AND-n1935: 267.33 ps
AND-n1938: 364.85 ps
AND-n1939: 353.25 ps
AND-n1940: 313.89 ps
OR-n1941: 313.89 ps
AND-n1942: 510.84 ps
AND-n1943: 510.84 ps
AND-n1944: 510.84 ps
AND-n1945: 526.99 ps
AND-n1946: 526.99 ps
AND-n1947: 542.47 ps
AND-n1948: 542.47 ps
AND-n1949: 526.99 ps
AND-n1950: 272.65 ps
AND-n1953: 331.52 ps
AND-n1954: 327.90 ps
AND-n1955: 285.72 ps
AND-n1956: 285.72 ps
OR-n1957: 285.72 ps
AND-n1960: 565.94 ps
AND-n1961: 563.05 ps
AND-n1962: 523.82 ps
AND-n1964: 276.98 ps
AND-n1965: 563.05 ps
AND-n1966: 563.05 ps
AND-n1968: 276.98 ps
AND-n1969: 597.50 ps
AND-n1971: 344.89 ps
AND-n1973: 344.97 ps
AND-n1974: 267.33 ps
AND-n1981: 285.72 ps
OR-n1982: 285.72 ps
NAND-n1985: 499.45 ps
NAND-n1986: 510.84 ps
NAND-n1987: 499.45 ps
NAND-n1988: 515.75 ps
NAND-n1989: 526.99 ps
NAND-n1990: 515.75 ps
NOT-n1991: 505.47 ps
NAND-n1992: 531.02 ps
NAND-n1993: 542.47 ps
NAND-n1994: 531.02 ps
NAND-n1995: 515.74 ps
NAND-n1996: 526.99 ps
NAND-n1997: 515.74 ps
NOT-n1998: 505.46 ps
NAND-n1999: 569.60 ps
NAND-n2000: 556.90 ps
NAND-n2001: 556.90 ps
NOT-n2002: 546.62 ps
NAND-n2003: 571.21 ps
