Circuit delay: 968.56 ps

Gate slacks:
NOT-n419: 186.10 ps
NAND-n420: 172.05 ps
NAND-n421: 183.58 ps
NAND-n422: 172.05 ps
NAND-n423: 198.23 ps
NAND-n424: 209.66 ps
NAND-n425: 198.23 ps
NAND-n426: 142.26 ps
NAND-n427: 153.71 ps
NAND-n428: 142.26 ps
NAND-n429: 153.71 ps
NAND-n430: 142.26 ps
NAND-n431: 153.71 ps
NAND-n433: 186.10 ps
NAND-n437: 172.05 ps
NAND-n441: 198.23 ps
NAND-n445: 289.65 ps
NAND-n449: 311.67 ps
NAND-n453: 287.12 ps
AND-n457: 897.37 ps
AND-n459: 887.24 ps
NAND-n462: 119.93 ps
INP-n469: 535.72 ps
INP-n472: 553.21 ps
INP-n475: 544.39 ps
INP-n478: 544.39 ps
NAND-n482: 520.70 ps
NAND-n487: 500.04 ps
NAND-n492: 494.97 ps
NAND-n495: 461.49 ps
NAND-n496: 450.06 ps
NAND-n497: 450.06 ps
NAND-n498: 159.02 ps
NAND-n499: 147.58 ps
NAND-n500: 147.58 ps
NOT-n503: 438.04 ps
NAND-n505: 491.80 ps
NAND-n508: 555.55 ps
NAND-n509: 544.11 ps
NAND-n510: 544.11 ps
NAND-n511: 260.04 ps
NAND-n512: 248.60 ps
NAND-n513: 248.60 ps
NOT-n516: 532.10 ps
NOT-n517: 525.72 ps
NAND-n520: 457.97 ps
NAND-n521: 446.54 ps
NAND-n522: 446.54 ps
NAND-n523: 144.97 ps
NAND-n524: 133.54 ps
NAND-n525: 133.54 ps
NOT-n528: 434.52 ps
NOT-n529: 543.21 ps
NAND-n532: 466.67 ps
NAND-n533: 455.23 ps
NAND-n534: 455.23 ps
NAND-n535: 171.15 ps
NAND-n536: 159.72 ps
NAND-n537: 159.72 ps
NOT-n540: 443.22 ps
NOT-n541: 534.39 ps
NAND-n544: 566.90 ps
NAND-n545: 555.47 ps
NAND-n546: 555.47 ps
NAND-n547: 262.57 ps
NAND-n548: 251.13 ps
NAND-n549: 251.13 ps
NOT-n552: 543.45 ps
NOT-n553: 534.39 ps
NAND-n556: 588.93 ps
NAND-n557: 577.49 ps
NAND-n558: 577.49 ps
NAND-n559: 284.60 ps
NAND-n560: 273.16 ps
NAND-n561: 273.16 ps
NOT-n564: 565.48 ps
NOT-n565: 655.03 ps
BUFF-n566: 496.43 ps
NOT-n569: 133.97 ps
AND-n572: 280.45 ps
AND-n573: 133.97 ps
AND-n588: 189.59 ps
NOT-n614: 647.04 ps
BUFF-n615: 475.77 ps
NOT-n618: 119.93 ps
AND-n621: 279.08 ps
AND-n622: 119.93 ps
AND-n639: 190.57 ps
NOT-n663: 234.93 ps
BUFF-n666: 254.14 ps
NOT-n669: 146.05 ps
BUFF-n672: 138.57 ps
AND-n675: 146.05 ps
AND-n688: 178.00 ps
AND-n696: 138.57 ps
AND-n710: 165.26 ps
NOT-n719: 259.49 ps
BUFF-n722: 281.07 ps
NOT-n725: 237.47 ps
BUFF-n728: 238.80 ps
AND-n731: 237.47 ps
AND-n746: 268.08 ps
AND-n756: 238.80 ps
AND-n770: 286.40 ps
NAND-n776: 140.28 ps
NAND-n780: 147.76 ps
NAND-n784: 147.76 ps
NAND-n788: 148.71 ps
NAND-n792: 119.93 ps
NAND-n796: 119.93 ps
NAND-n800: 119.93 ps
NAND-n804: 119.93 ps
NAND-n808: 119.93 ps
NAND-n812: 126.72 ps
NAND-n816: 132.05 ps
NAND-n820: 132.05 ps
NAND-n824: 132.05 ps
NAND-n828: 132.05 ps
NAND-n832: 126.72 ps
NAND-n836: 126.72 ps
NAND-n853: 907.82 ps
NAND-n856: 907.82 ps
NAND-n857: 262.41 ps
NOT-n859: 948.38 ps
NAND-n860: 262.41 ps
NOT-n862: 948.38 ps
AND-n863: 119.93 ps
AND-n865: 119.93 ps
NAND-n867: 434.52 ps
NAND-n871: 199.94 ps
NAND-n873: 211.21 ps
NAND-n875: 199.94 ps
NAND-n877: 199.94 ps
NAND-n879: 199.94 ps
NAND-n881: 199.94 ps
NAND-n883: 213.86 ps
NAND-n885: 199.94 ps
AND-n886: 199.94 ps
AND-n887: 152.66 ps
NAND-n893: 501.32 ps
INP-n898: 556.39 ps
INP-n900: 556.39 ps
INP-n902: 508.05 ps
NOT-n907: 543.31 ps
NOT-n909: 543.31 ps
BUFF-n911: 894.98 ps
NOT-n918: 485.57 ps
BUFF-n919: 532.93 ps
NOT-n922: 494.97 ps
BUFF-n926: 549.65 ps
NOT-n930: 974.70 ps
NOT-n932: 943.92 ps
BUFF-n934: 969.51 ps
NOT-n938: 339.41 ps
BUFF-n943: 518.17 ps
BUFF-n947: 964.62 ps
NOT-n949: 553.13 ps
INP-n952: 570.84 ps
INP-n953: 358.12 ps
NAND-n954: 491.80 ps
NAND-n955: 494.97 ps
NAND-n956: 501.32 ps
NAND-n958: 501.32 ps
NAND-n967: 501.32 ps
NAND-n969: 501.32 ps
NAND-n978: 518.75 ps
AND-n979: 627.68 ps
BUFF-n980: 339.28 ps
NAND-n983: 297.35 ps
NAND-n984: 308.79 ps
NAND-n985: 297.35 ps
NOT-n988: 327.74 ps
NOT-n989: 285.92 ps
BUFF-n990: 350.12 ps
NAND-n993: 308.20 ps
NAND-n994: 319.63 ps
NAND-n995: 308.20 ps
NOT-n998: 338.59 ps
NOT-n999: 296.76 ps
BUFF-n1000: 352.83 ps
NAND-n1003: 258.35 ps
NAND-n1004: 246.92 ps
NAND-n1005: 246.92 ps
NOT-n1008: 341.29 ps
NOT-n1009: 235.48 ps
BUFF-n1010: 806.28 ps
NAND-n1013: 711.81 ps
NAND-n1014: 700.37 ps
NAND-n1015: 700.37 ps
NOT-n1018: 794.75 ps
NOT-n1019: 688.93 ps
AND-n1020: 153.71 ps
NAND-n1023: 656.62 ps
NAND-n1024: 668.15 ps
NAND-n1025: 656.62 ps
NOT-n1028: 142.17 ps
NOT-n1029: 645.07 ps
BUFF-n1030: 352.75 ps
NAND-n1033: 307.54 ps
NAND-n1034: 318.97 ps
NAND-n1035: 307.54 ps
NOT-n1038: 341.21 ps
NOT-n1039: 296.10 ps
BUFF-n1040: 394.51 ps
NAND-n1043: 349.30 ps
NAND-n1044: 360.73 ps
NAND-n1045: 349.30 ps
NOT-n1048: 382.97 ps
NOT-n1049: 337.86 ps
BUFF-n1050: 402.66 ps
BUFF-n1053: 405.93 ps
NOT-n1056: 391.22 ps
NOT-n1057: 394.49 ps
BUFF-n1058: 347.79 ps
NAND-n1061: 302.58 ps
NAND-n1062: 314.01 ps
NAND-n1063: 302.58 ps
NOT-n1066: 336.25 ps
NOT-n1067: 291.14 ps
BUFF-n1068: 339.94 ps
NAND-n1071: 294.73 ps
NAND-n1072: 306.16 ps
NAND-n1073: 294.73 ps
NOT-n1076: 328.40 ps
NOT-n1077: 283.29 ps
BUFF-n1078: 849.85 ps
NAND-n1081: 718.21 ps
NAND-n1082: 706.78 ps
NAND-n1083: 706.78 ps
NOT-n1086: 838.32 ps
NOT-n1087: 695.34 ps
NAND-n1088: 706.78 ps
NAND-n1089: 695.34 ps
BUFF-n1090: 396.05 ps
NAND-n1093: 264.41 ps
NAND-n1094: 252.97 ps
NAND-n1095: 252.97 ps
NOT-n1098: 384.51 ps
NOT-n1099: 241.54 ps
BUFF-n1100: 802.14 ps
NAND-n1103: 756.93 ps
NAND-n1104: 768.37 ps
NAND-n1105: 756.93 ps
NOT-n1108: 790.61 ps
NOT-n1109: 745.50 ps
NAND-n1110: 756.93 ps
NAND-n1111: 745.50 ps
BUFF-n1112: 360.73 ps
NAND-n1115: 315.52 ps
NAND-n1116: 326.95 ps
NAND-n1117: 315.52 ps
NOT-n1120: 349.19 ps
NOT-n1121: 304.08 ps
BUFF-n1122: 721.41 ps
NAND-n1125: 676.17 ps
NAND-n1126: 687.60 ps
NAND-n1127: 676.17 ps
NOT-n1130: 709.88 ps
NOT-n1131: 664.73 ps
NAND-n1132: 676.17 ps
NAND-n1133: 664.73 ps
BUFF-n1134: 256.66 ps
NAND-n1137: 211.42 ps
NAND-n1138: 222.85 ps
NAND-n1139: 211.42 ps
NOT-n1142: 245.13 ps
NOT-n1143: 199.98 ps
AND-n1144: 153.71 ps
NAND-n1147: 653.31 ps
NAND-n1148: 664.73 ps
NAND-n1149: 653.31 ps
NOT-n1152: 142.17 ps
NOT-n1153: 641.76 ps
BUFF-n1154: 380.29 ps
NAND-n1157: 352.76 ps
NAND-n1158: 364.20 ps
NAND-n1159: 352.76 ps
NOT-n1162: 368.76 ps
NOT-n1163: 341.33 ps
NAND-n1164: 352.76 ps
NAND-n1165: 341.33 ps
BUFF-n1166: 854.66 ps
NAND-n1169: 827.14 ps
NAND-n1170: 838.57 ps
NAND-n1171: 827.14 ps
NOT-n1174: 843.13 ps
NOT-n1175: 815.70 ps
BUFF-n1176: 856.21 ps
BUFF-n1179: 859.48 ps
NOT-n1182: 844.77 ps
NOT-n1183: 848.05 ps
NOT-n1184: 828.39 ps
NAND-n1187: 708.51 ps
NAND-n1188: 696.97 ps
NAND-n1189: 696.97 ps
NOT-n1192: 816.86 ps
NOT-n1193: 685.55 ps
BUFF-n1194: 883.65 ps
BUFF-n1197: 923.36 ps
NOT-n1200: 872.21 ps
NOT-n1201: 911.93 ps
NAND-n1202: 872.21 ps
NAND-n1203: 883.65 ps
BUFF-n1204: 402.61 ps
BUFF-n1207: 442.33 ps
NOT-n1210: 391.17 ps
NOT-n1211: 430.89 ps
NAND-n1212: 872.21 ps
NAND-n1215: 108.39 ps
NAND-n1216: 119.93 ps
NAND-n1217: 108.39 ps
NOT-n1220: 860.68 ps
NOT-n1221: 96.86 ps
BUFF-n1222: 428.46 ps
NAND-n1225: 383.25 ps
NAND-n1226: 379.97 ps
NAND-n1227: 379.97 ps
NOT-n1230: 416.93 ps
NOT-n1231: 368.54 ps
NAND-n1232: 379.97 ps
NAND-n1233: 368.54 ps
NAND-n1234: 368.54 ps
NAND-n1237: 305.01 ps
NAND-n1238: 301.18 ps
NAND-n1239: 301.18 ps
NOT-n1242: 357.00 ps
NOT-n1243: 289.65 ps
BUFF-n1244: 394.68 ps
NAND-n1247: 327.98 ps
NAND-n1248: 339.41 ps
NAND-n1249: 327.98 ps
NOT-n1252: 383.14 ps
NOT-n1253: 316.54 ps
NAND-n1254: 327.98 ps
NAND-n1255: 316.54 ps
BUFF-n1256: 369.37 ps
NAND-n1259: 324.15 ps
NAND-n1260: 335.59 ps
NAND-n1261: 324.15 ps
NOT-n1264: 357.83 ps
NOT-n1265: 312.72 ps
NAND-n1266: 324.15 ps
NAND-n1267: 312.72 ps
BUFF-n1268: 383.01 ps
NAND-n1271: 337.80 ps
NAND-n1272: 349.23 ps
NAND-n1273: 337.80 ps
NOT-n1276: 371.47 ps
NOT-n1277: 326.36 ps
BUFF-n1278: 391.40 ps
NAND-n1281: 349.46 ps
NAND-n1282: 346.19 ps
NAND-n1283: 346.19 ps
NOT-n1286: 379.86 ps
NOT-n1287: 334.75 ps
NAND-n1288: 346.19 ps
NAND-n1289: 334.75 ps
AND-n1290: 440.76 ps
NAND-n1293: 323.22 ps
NAND-n1294: 323.22 ps
NAND-n1295: 323.22 ps
NOT-n1298: 429.22 ps
NOT-n1299: 311.67 ps
BUFF-n1300: 394.68 ps
NAND-n1303: 346.19 ps
NAND-n1304: 346.19 ps
NAND-n1305: 346.19 ps
NOT-n1308: 383.14 ps
NOT-n1309: 334.75 ps
NAND-n1310: 346.19 ps
NAND-n1311: 334.75 ps
BUFF-n1312: 401.77 ps
NAND-n1315: 359.83 ps
NAND-n1316: 359.83 ps
NAND-n1317: 359.83 ps
NOT-n1320: 390.24 ps
NOT-n1321: 348.39 ps
NOT-n1322: 392.77 ps
NAND-n1325: 309.96 ps
NAND-n1326: 298.54 ps
NAND-n1327: 298.54 ps
NOT-n1330: 381.24 ps
NOT-n1331: 287.12 ps
BUFF-n1332: 438.81 ps
AND-n1335: 420.61 ps
NOT-n1338: 427.27 ps
NOT-n1339: 409.17 ps
BUFF-n1340: 746.70 ps
NAND-n1343: 684.73 ps
NAND-n1344: 696.17 ps
NAND-n1345: 684.73 ps
NOT-n1348: 735.16 ps
NOT-n1349: 673.30 ps
NAND-n1350: 684.73 ps
NAND-n1351: 673.30 ps
BUFF-n1352: 299.45 ps
NAND-n1355: 237.49 ps
NAND-n1356: 248.93 ps
NAND-n1357: 237.49 ps
NOT-n1360: 287.92 ps
NOT-n1361: 226.05 ps
BUFF-n1362: 209.54 ps
NOT-n1365: 225.14 ps
NOT-n1368: 198.12 ps
NOT-n1369: 213.70 ps
NOT-n1370: 183.58 ps
NAND-n1373: 341.33 ps
NOT-n1376: 172.05 ps
NOT-n1377: 329.90 ps
NOT-n1378: 209.66 ps
NOT-n1381: 374.79 ps
NOT-n1384: 198.23 ps
NOT-n1385: 363.37 ps
AND-n1386: 153.71 ps
BUFF-n1389: 730.06 ps
NOT-n1392: 142.26 ps
NOT-n1393: 718.52 ps
AND-n1394: 153.71 ps
BUFF-n1397: 752.09 ps
NOT-n1400: 142.26 ps
NOT-n1401: 740.55 ps
AND-n1402: 153.71 ps
BUFF-n1405: 718.71 ps
NOT-n1408: 142.26 ps
NOT-n1409: 707.17 ps
BUFF-n1410: 468.76 ps
BUFF-n1413: 159.02 ps
NOT-n1416: 457.32 ps
NOT-n1417: 147.58 ps
BUFF-n1418: 771.23 ps
BUFF-n1421: 461.49 ps
NOT-n1424: 759.80 ps
NOT-n1425: 450.06 ps
BUFF-n1426: 465.58 ps
BUFF-n1429: 260.04 ps
NOT-n1432: 454.15 ps
NOT-n1433: 248.60 ps
BUFF-n1434: 761.10 ps
BUFF-n1437: 555.55 ps
NOT-n1440: 749.66 ps
NOT-n1441: 544.11 ps
BUFF-n1442: 500.57 ps
BUFF-n1445: 144.97 ps
NOT-n1448: 489.14 ps
NOT-n1449: 133.54 ps
BUFF-n1450: 813.58 ps
BUFF-n1453: 457.97 ps
NOT-n1456: 802.14 ps
NOT-n1457: 446.54 ps
BUFF-n1458: 518.06 ps
BUFF-n1461: 171.15 ps
NOT-n1464: 506.63 ps
NOT-n1465: 159.72 ps
BUFF-n1466: 813.58 ps
BUFF-n1469: 466.67 ps
NOT-n1472: 802.14 ps
NOT-n1473: 455.23 ps
BUFF-n1474: 509.24 ps
BUFF-n1477: 262.57 ps
NOT-n1480: 497.81 ps
NOT-n1481: 251.13 ps
BUFF-n1482: 813.58 ps
BUFF-n1485: 566.90 ps
NOT-n1488: 802.14 ps
NOT-n1489: 555.47 ps
BUFF-n1490: 509.24 ps
BUFF-n1493: 284.60 ps
NOT-n1496: 497.81 ps
NOT-n1497: 273.16 ps
BUFF-n1498: 813.58 ps
BUFF-n1501: 588.93 ps
NOT-n1504: 802.14 ps
NOT-n1505: 577.49 ps
BUFF-n1506: 1000.64 ps
AND-n1509: 410.74 ps
NOT-n1512: 987.72 ps
NOT-n1513: 399.62 ps
BUFF-n1514: 1000.64 ps
AND-n1517: 418.08 ps
NOT-n1520: 987.72 ps
NOT-n1521: 406.96 ps
BUFF-n1522: 1000.64 ps
AND-n1525: 418.08 ps
NOT-n1528: 987.72 ps
NOT-n1529: 406.96 ps
BUFF-n1530: 1000.64 ps
AND-n1533: 418.08 ps
NOT-n1536: 987.72 ps
NOT-n1537: 406.96 ps
BUFF-n1538: 1000.64 ps
AND-n1541: 393.80 ps
NOT-n1544: 987.70 ps
NOT-n1545: 382.68 ps
BUFF-n1546: 1000.64 ps
AND-n1549: 393.80 ps
NOT-n1552: 987.70 ps
NOT-n1553: 382.68 ps
BUFF-n1554: 1000.64 ps
AND-n1557: 393.80 ps
NOT-n1560: 987.70 ps
NOT-n1561: 382.68 ps
BUFF-n1562: 1000.64 ps
AND-n1565: 393.80 ps
NOT-n1568: 987.70 ps
NOT-n1569: 382.68 ps
BUFF-n1570: 1000.64 ps
AND-n1573: 393.80 ps
NOT-n1576: 987.70 ps
NOT-n1577: 382.68 ps
BUFF-n1578: 1000.64 ps
AND-n1581: 397.95 ps
NOT-n1584: 987.72 ps
NOT-n1585: 386.82 ps
BUFF-n1586: 1000.64 ps
AND-n1589: 402.45 ps
NOT-n1592: 987.72 ps
NOT-n1593: 391.33 ps
BUFF-n1594: 1000.64 ps
AND-n1597: 402.45 ps
NOT-n1600: 987.72 ps
NOT-n1601: 391.33 ps
BUFF-n1602: 1000.64 ps
AND-n1605: 402.45 ps
NOT-n1608: 987.72 ps
NOT-n1609: 391.33 ps
BUFF-n1610: 1000.64 ps
AND-n1613: 402.45 ps
NOT-n1616: 987.72 ps
NOT-n1617: 391.33 ps
BUFF-n1618: 1000.64 ps
AND-n1621: 397.95 ps
NOT-n1624: 987.72 ps
NOT-n1625: 386.82 ps
BUFF-n1626: 1000.64 ps
AND-n1629: 397.95 ps
NOT-n1632: 987.72 ps
NOT-n1633: 386.82 ps
AND-n1634: 969.51 ps
NAND-n1637: 262.41 ps
NAND-n1638: 250.87 ps
NAND-n1639: 250.87 ps
NOT-n1642: 957.97 ps
NOT-n1643: 239.33 ps
AND-n1644: 969.51 ps
NAND-n1647: 262.41 ps
NAND-n1648: 250.87 ps
NAND-n1649: 250.87 ps
NOT-n1652: 957.97 ps
NOT-n1653: 239.33 ps
BUFF-n1654: 308.79 ps
BUFF-n1657: 327.54 ps
NOT-n1660: 297.35 ps
NOT-n1661: 316.10 ps
BUFF-n1662: 319.63 ps
BUFF-n1665: 338.38 ps
NOT-n1668: 308.20 ps
NOT-n1669: 326.95 ps
BUFF-n1670: 270.16 ps
BUFF-n1673: 258.35 ps
NOT-n1676: 258.72 ps
NOT-n1677: 246.92 ps
BUFF-n1678: 723.61 ps
BUFF-n1681: 711.81 ps
NOT-n1684: 712.18 ps
NOT-n1685: 700.37 ps
BUFF-n1686: 668.15 ps
NAND-n1689: 695.34 ps
NOT-n1692: 656.62 ps
NOT-n1693: 683.91 ps
BUFF-n1694: 318.97 ps
BUFF-n1697: 337.72 ps
NOT-n1700: 307.54 ps
NOT-n1701: 326.28 ps
BUFF-n1702: 360.73 ps
BUFF-n1705: 379.48 ps
NOT-n1708: 349.30 ps
NOT-n1709: 368.04 ps
BUFF-n1710: 314.01 ps
BUFF-n1713: 336.05 ps
NOT-n1716: 302.58 ps
NOT-n1717: 324.61 ps
BUFF-n1718: 306.16 ps
BUFF-n1721: 328.20 ps
NOT-n1724: 294.73 ps
NOT-n1725: 316.76 ps
BUFF-n1726: 830.48 ps
BUFF-n1729: 718.21 ps
NOT-n1732: 819.04 ps
NOT-n1733: 706.78 ps
BUFF-n1734: 376.67 ps
BUFF-n1737: 264.41 ps
NOT-n1740: 365.23 ps
NOT-n1741: 252.97 ps
BUFF-n1742: 768.37 ps
BUFF-n1745: 787.12 ps
NOT-n1748: 756.93 ps
NOT-n1749: 775.68 ps
BUFF-n1750: 326.95 ps
BUFF-n1753: 345.70 ps
NOT-n1756: 315.52 ps
NOT-n1757: 334.27 ps
BUFF-n1758: 687.60 ps
BUFF-n1761: 724.72 ps
NOT-n1764: 676.17 ps
NOT-n1765: 713.29 ps
BUFF-n1766: 222.85 ps
BUFF-n1769: 259.97 ps
NOT-n1772: 211.42 ps
NOT-n1773: 248.54 ps
NAND-n1774: 664.73 ps
NOT-n1777: 799.30 ps
NOT-n1780: 653.31 ps
NOT-n1781: 787.76 ps
BUFF-n1782: 364.20 ps
BUFF-n1785: 382.96 ps
NOT-n1788: 352.76 ps
NOT-n1789: 371.53 ps
BUFF-n1790: 838.57 ps
BUFF-n1793: 857.34 ps
NOT-n1796: 827.14 ps
NOT-n1797: 845.90 ps
NAND-n1798: 745.50 ps
BUFF-n1801: 708.51 ps
NOT-n1804: 734.06 ps
NOT-n1805: 696.97 ps
AND-n1806: 119.93 ps
NAND-n1809: 673.30 ps
NOT-n1812: 108.39 ps
NOT-n1813: 661.74 ps
BUFF-n1814: 394.69 ps
BUFF-n1817: 391.41 ps
NOT-n1820: 383.25 ps
NOT-n1821: 379.97 ps
NAND-n1822: 316.54 ps
NAND-n1825: 312.72 ps
NOT-n1828: 305.01 ps
NOT-n1829: 301.18 ps
AND-n1830: 339.41 ps
BUFF-n1833: 357.62 ps
NOT-n1836: 327.98 ps
NOT-n1837: 346.07 ps
BUFF-n1838: 335.59 ps
BUFF-n1841: 354.35 ps
NOT-n1844: 324.15 ps
NOT-n1845: 342.92 ps
BUFF-n1846: 349.23 ps
BUFF-n1849: 368.00 ps
NOT-n1852: 337.80 ps
NOT-n1853: 356.56 ps
BUFF-n1854: 360.90 ps
BUFF-n1857: 357.62 ps
NOT-n1860: 349.46 ps
NOT-n1861: 346.19 ps
NAND-n1862: 334.75 ps
NAND-n1865: 334.75 ps
NOT-n1868: 323.22 ps
NOT-n1869: 323.22 ps
BUFF-n1870: 357.62 ps
BUFF-n1873: 357.62 ps
NOT-n1876: 346.19 ps
NOT-n1877: 346.19 ps
BUFF-n1878: 371.27 ps
BUFF-n1881: 371.27 ps
NOT-n1884: 359.83 ps
NOT-n1885: 359.83 ps
NOT-n1886: 331.99 ps
NOT-n1889: 309.96 ps
NOT-n1892: 320.57 ps
