Circuit delay: 3251.59 ps

Gate slacks:
INP-n137: 2965.77 ps
AND-n138: 2815.49 ps
INP-n139: 2926.56 ps
AND-n140: 2815.49 ps
INP-n141: 2926.56 ps
AND-n142: 2815.49 ps
INP-n143: 2926.56 ps
AND-n144: 2815.49 ps
INP-n145: 2926.56 ps
AND-n146: 2815.49 ps
INP-n147: 2926.56 ps
AND-n148: 2815.49 ps
INP-n149: 2926.56 ps
AND-n150: 2815.49 ps
INP-n151: 2926.56 ps
AND-n152: 2815.49 ps
INP-n153: 2926.56 ps
AND-n154: 2815.49 ps
INP-n155: 2926.56 ps
AND-n156: 2815.49 ps
INP-n157: 2926.56 ps
AND-n158: 2815.49 ps
INP-n159: 2926.56 ps
AND-n160: 2815.49 ps
INP-n161: 2926.56 ps
AND-n162: 2815.49 ps
INP-n163: 2965.77 ps
AND-n164: 2815.49 ps
INP-n165: 2965.77 ps
AND-n166: 2815.49 ps
INP-n167: 2965.77 ps
AND-n168: 2815.49 ps
INP-n169: 2926.56 ps
AND-n170: 2815.49 ps
INP-n171: 2926.56 ps
AND-n172: 2815.49 ps
INP-n173: 2926.56 ps
AND-n174: 2815.49 ps
INP-n175: 2926.56 ps
AND-n176: 2815.49 ps
INP-n177: 2926.56 ps
AND-n178: 2815.49 ps
INP-n179: 2926.56 ps
AND-n180: 2815.49 ps
INP-n181: 2926.56 ps
AND-n182: 2815.49 ps
INP-n183: 2190.35 ps
NAND-n184: 1378.01 ps
INP-n185: 2185.93 ps
NAND-n186: 1288.31 ps
INP-n187: 2010.71 ps
NAND-n188: 1221.47 ps
INP-n189: 2056.02 ps
NAND-n190: 1136.63 ps
INP-n191: 2126.41 ps
NAND-n192: 1125.07 ps
INP-n193: 2070.30 ps
NAND-n194: 1071.05 ps
INP-n195: 2133.94 ps
NAND-n196: 1051.09 ps
INP-n197: 2126.37 ps
NAND-n198: 1050.93 ps
INP-n199: 2220.26 ps
NAND-n200: 1030.54 ps
INP-n201: 2217.39 ps
NAND-n202: 1011.23 ps
INP-n203: 2140.49 ps
NAND-n204: 956.91 ps
INP-n205: 2266.38 ps
NAND-n206: 936.46 ps
INP-n207: 2316.37 ps
NAND-n208: 966.91 ps
INP-n209: 2345.06 ps
NAND-n210: 926.00 ps
INP-n211: 2357.55 ps
NAND-n212: 875.42 ps
INP-n213: 2295.27 ps
NAND-n214: 822.07 ps
INP-n215: 2358.93 ps
NAND-n216: 801.72 ps
INP-n217: 2460.22 ps
NAND-n218: 810.67 ps
INP-n219: 2557.80 ps
NAND-n220: 782.17 ps
INP-n221: 2451.03 ps
NAND-n222: 707.88 ps
INP-n223: 2597.11 ps
NAND-n224: 662.14 ps
INP-n225: 2578.33 ps
NAND-n226: 613.20 ps
INP-n227: 2538.11 ps
NAND-n228: 558.36 ps
INP-n229: 2608.22 ps
NAND-n230: 538.34 ps
INP-n231: 2694.91 ps
NAND-n232: 571.75 ps
INP-n233: 2637.32 ps
NAND-n234: 527.14 ps
INP-n235: 2655.50 ps
NAND-n236: 464.16 ps
INP-n237: 2703.02 ps
NAND-n238: 443.83 ps
INP-n239: 2765.07 ps
NAND-n240: 429.30 ps
INP-n241: 2885.14 ps
NAND-n242: 458.61 ps
INP-n243: 2584.10 ps
NAND-n244: 565.03 ps
INP-n245: 2590.44 ps
NAND-n246: 545.57 ps
INP-n247: 2190.35 ps
NAND-n248: 1378.01 ps
INP-n249: 2185.93 ps
NAND-n250: 1288.31 ps
INP-n251: 2010.71 ps
NAND-n252: 1221.47 ps
INP-n253: 2056.02 ps
NAND-n254: 1136.63 ps
INP-n255: 2126.41 ps
NAND-n256: 1125.07 ps
INP-n257: 2070.30 ps
NAND-n258: 1071.05 ps
INP-n259: 2133.94 ps
NAND-n260: 1051.09 ps
INP-n261: 2126.37 ps
NAND-n262: 1050.93 ps
INP-n263: 2220.26 ps
NAND-n264: 1030.54 ps
INP-n265: 2217.39 ps
NAND-n266: 1011.23 ps
INP-n267: 2140.49 ps
NAND-n268: 956.91 ps
INP-n269: 2266.38 ps
NAND-n270: 936.46 ps
INP-n271: 2316.37 ps
NAND-n272: 966.91 ps
INP-n273: 2345.06 ps
NAND-n274: 926.00 ps
INP-n275: 2357.55 ps
NAND-n276: 875.42 ps
INP-n277: 2295.27 ps
NAND-n278: 822.07 ps
INP-n279: 2358.93 ps
NAND-n280: 801.72 ps
INP-n281: 2460.22 ps
NAND-n282: 810.67 ps
INP-n283: 2557.80 ps
NAND-n284: 782.17 ps
INP-n285: 2451.03 ps
NAND-n286: 707.88 ps
INP-n287: 2597.11 ps
NAND-n288: 662.14 ps
INP-n289: 2578.33 ps
NAND-n290: 613.20 ps
INP-n291: 2538.11 ps
NAND-n292: 558.36 ps
INP-n293: 2608.22 ps
NAND-n294: 538.34 ps
INP-n295: 2694.90 ps
NAND-n296: 571.75 ps
INP-n297: 2637.32 ps
NAND-n298: 527.14 ps
INP-n299: 2655.50 ps
NAND-n300: 464.16 ps
INP-n301: 2703.02 ps
NAND-n302: 443.83 ps
INP-n303: 2765.07 ps
NAND-n304: 429.30 ps
INP-n305: 2885.14 ps
NAND-n306: 458.61 ps
INP-n307: 2584.10 ps
NAND-n308: 565.03 ps
INP-n309: 2590.44 ps
NAND-n310: 545.57 ps
INP-n311: 2190.35 ps
NAND-n312: 1388.27 ps
INP-n313: 2185.93 ps
NAND-n314: 1271.51 ps
INP-n315: 2010.71 ps
NAND-n316: 1204.77 ps
INP-n317: 2056.02 ps
NAND-n318: 1120.33 ps
INP-n319: 2126.41 ps
NAND-n320: 1109.11 ps
INP-n321: 2070.30 ps
NAND-n322: 1081.78 ps
INP-n323: 2133.94 ps
NAND-n324: 1062.08 ps
INP-n325: 2126.37 ps
NAND-n326: 1061.65 ps
INP-n327: 2220.26 ps
NAND-n328: 1041.24 ps
INP-n329: 2217.39 ps
NAND-n330: 995.22 ps
INP-n331: 2140.49 ps
NAND-n332: 940.80 ps
INP-n333: 2266.38 ps
NAND-n334: 947.55 ps
INP-n335: 2316.37 ps
NAND-n336: 977.47 ps
INP-n337: 2345.06 ps
NAND-n338: 936.72 ps
INP-n339: 2357.55 ps
NAND-n340: 886.27 ps
INP-n341: 2295.27 ps
NAND-n342: 805.97 ps
INP-n343: 2358.93 ps
NAND-n344: 785.92 ps
INP-n345: 2460.22 ps
NAND-n346: 845.33 ps
INP-n347: 2557.80 ps
NAND-n348: 792.87 ps
INP-n349: 2451.03 ps
NAND-n350: 691.60 ps
INP-n351: 2597.11 ps
NAND-n352: 646.09 ps
INP-n353: 2578.33 ps
NAND-n354: 597.03 ps
INP-n355: 2538.11 ps
NAND-n356: 542.35 ps
INP-n357: 2608.22 ps
NAND-n358: 522.51 ps
INP-n359: 2694.90 ps
NAND-n360: 555.66 ps
INP-n361: 2637.32 ps
NAND-n362: 510.90 ps
INP-n363: 2655.50 ps
NAND-n364: 448.13 ps
INP-n365: 2703.02 ps
NAND-n366: 427.83 ps
INP-n367: 2765.07 ps
NAND-n368: 413.25 ps
INP-n369: 2885.14 ps
NAND-n370: 438.36 ps
INP-n371: 2584.10 ps
NAND-n372: 608.53 ps
INP-n373: 2590.44 ps
NAND-n374: 589.07 ps
INP-n375: 1283.88 ps
NAND-n376: 2720.18 ps
INP-n377: 3403.42 ps
NAND-n378: 2720.18 ps
INP-n379: 3326.04 ps
NAND-n380: 2720.18 ps
INP-n381: 3286.33 ps
NAND-n382: 2720.18 ps
INP-n383: 3266.39 ps
NAND-n384: 2720.18 ps
INP-n385: 3218.04 ps
NAND-n386: 2720.18 ps
INP-n387: 3160.65 ps
NAND-n388: 2720.18 ps
INP-n389: 3074.45 ps
NAND-n390: 2720.18 ps
INP-n391: 3034.74 ps
NAND-n392: 2720.18 ps
INP-n393: 3014.80 ps
NAND-n394: 2720.18 ps
INP-n395: 2937.64 ps
NAND-n396: 2720.18 ps
INP-n397: 2917.71 ps
NAND-n398: 2720.18 ps
INP-n399: 2840.55 ps
NAND-n400: 2720.18 ps
INP-n401: 2800.83 ps
NAND-n402: 2720.18 ps
INP-n403: 2780.90 ps
NAND-n404: 2720.18 ps
INP-n405: 2703.74 ps
NAND-n406: 1338.81 ps
INP-n407: 2683.80 ps
NAND-n408: 2720.18 ps
INP-n409: 2606.63 ps
NAND-n410: 1338.81 ps
INP-n411: 2583.27 ps
NAND-n412: 2720.18 ps
INP-n413: 2561.36 ps
NAND-n414: 2720.18 ps
INP-n415: 1917.46 ps
NAND-n416: 2732.53 ps
INP-n417: 1922.79 ps
NAND-n418: 2715.02 ps
INP-n419: 1911.14 ps
NAND-n420: 2601.08 ps
INP-n421: 1921.71 ps
NAND-n422: 2549.53 ps
INP-n423: 1933.85 ps
NAND-n424: 2615.18 ps
INP-n425: 1933.85 ps
NAND-n426: 2549.53 ps
INP-n427: 1966.93 ps
NAND-n428: 2615.18 ps
INP-n429: 1955.73 ps
NAND-n430: 2621.84 ps
INP-n431: 1955.73 ps
NAND-n432: 2621.84 ps
INP-n433: 1988.81 ps
NAND-n434: 2615.18 ps
INP-n435: 2021.89 ps
NAND-n436: 2528.13 ps
INP-n437: 1983.78 ps
NAND-n438: 2657.99 ps
INP-n439: 1983.78 ps
NAND-n440: 2615.18 ps
INP-n441: 2016.85 ps
NAND-n442: 2600.43 ps
INP-n443: 2049.93 ps
NAND-n444: 2621.84 ps
INP-n445: 2083.01 ps
NAND-n446: 2528.68 ps
INP-n447: 2157.19 ps
NAND-n448: 2557.18 ps
INP-n449: 2196.96 ps
NAND-n450: 2526.69 ps
INP-n451: 2236.74 ps
NAND-n452: 2525.69 ps
INP-n453: 2276.51 ps
NAND-n454: 2445.73 ps
INP-n455: 2316.28 ps
NAND-n456: 2451.39 ps
INP-n457: 2356.06 ps
NAND-n458: 2356.68 ps
INP-n459: 2395.83 ps
NAND-n460: 2268.63 ps
INP-n461: 2435.61 ps
NAND-n462: 2303.79 ps
INP-n463: 2475.38 ps
NAND-n464: 2302.79 ps
INP-n465: 2515.16 ps
NAND-n466: 2222.82 ps
INP-n467: 2554.93 ps
NAND-n468: 2177.59 ps
INP-n469: 2594.70 ps
NAND-n470: 2115.70 ps
INP-n471: 2634.48 ps
NAND-n472: 2078.85 ps
INP-n473: 2663.88 ps
NAND-n474: 2263.60 ps
INP-n475: 2666.46 ps
NAND-n476: 2746.98 ps
INP-n477: 2647.76 ps
NAND-n478: 2746.98 ps
INP-n479: 2858.93 ps
NAND-n480: 550.43 ps
INP-n481: 2250.21 ps
NAND-n482: 753.66 ps
INP-n483: 2610.45 ps
NAND-n484: 418.27 ps
INP-n485: 2019.70 ps
NAND-n486: 1024.10 ps
INP-n487: 2387.93 ps
NAND-n488: 668.59 ps
INP-n489: 2011.77 ps
NAND-n490: 1289.97 ps
INP-n491: 2174.49 ps
NAND-n492: 833.12 ps
INP-n493: 2493.04 ps
NAND-n494: 583.47 ps
INP-n495: 2212.94 ps
NAND-n496: 759.61 ps
INP-n497: 2455.78 ps
NAND-n498: 577.44 ps
INP-n499: 2191.42 ps
NAND-n500: 1368.00 ps
INP-n501: 2077.38 ps
NAND-n502: 944.87 ps
INP-n503: 1981.28 ps
NAND-n504: 1152.61 ps
INP-n505: 2573.18 ps
NAND-n506: 492.98 ps
INP-n507: 2368.71 ps
NAND-n508: 673.96 ps
INP-n509: 2000.48 ps
NAND-n510: 1075.60 ps
INP-n511: 2313.87 ps
NAND-n512: 702.17 ps
INP-n513: 2592.26 ps
NAND-n514: 447.21 ps
INP-n515: 2193.72 ps
NAND-n516: 787.36 ps
INP-n517: 2475.00 ps
NAND-n518: 549.14 ps
INP-n519: 2187.00 ps
NAND-n520: 1335.37 ps
INP-n521: 2058.15 ps
NAND-n522: 990.53 ps
INP-n523: 2720.25 ps
NAND-n524: 469.64 ps
INP-n525: 2405.97 ps
NAND-n526: 623.22 ps
INP-n527: 1981.28 ps
NAND-n528: 1167.29 ps
INP-n529: 2095.42 ps
NAND-n530: 878.49 ps
INP-n531: 2553.96 ps
NAND-n532: 543.72 ps
INP-n533: 2232.16 ps
NAND-n534: 793.42 ps
INP-n535: 2657.82 ps
NAND-n536: 452.81 ps
INP-n537: 2038.93 ps
NAND-n538: 995.89 ps
INP-n539: 3037.17 ps
NOT-n540: 3554.90 ps
INP-n541: 1280.33 ps
NAND-n542: 2988.52 ps
INP-n543: 3504.47 ps
NOT-n544: 2801.95 ps
INP-n545: 1623.86 ps
NAND-n546: 1813.71 ps
INP-n547: 1623.86 ps
NAND-n548: 1754.87 ps
INP-n549: 1623.86 ps
NAND-n550: 1764.15 ps
INP-n551: 1623.86 ps
NAND-n552: 1722.60 ps
INP-n553: 1623.86 ps
NAND-n554: 1730.41 ps
INP-n555: 1623.86 ps
NAND-n556: 1690.78 ps
INP-n557: 1623.86 ps
NAND-n558: 1691.08 ps
INP-n559: 1648.79 ps
NAND-n560: 1668.86 ps
INP-n561: 1648.79 ps
NAND-n562: 1634.61 ps
INP-n563: 1648.79 ps
NAND-n564: 1634.81 ps
INP-n565: 1623.86 ps
NAND-n566: 1634.81 ps
INP-n567: 1623.86 ps
NAND-n568: 1607.37 ps
INP-n569: 1623.86 ps
NAND-n570: 1573.06 ps
INP-n571: 1623.86 ps
NAND-n572: 1573.22 ps
INP-n573: 1623.86 ps
NAND-n574: 1573.22 ps
INP-n575: 1623.86 ps
NAND-n576: 1573.22 ps
INP-n577: 1623.86 ps
NAND-n578: 1567.40 ps
INP-n579: 1623.86 ps
NAND-n580: 1527.62 ps
INP-n581: 1623.86 ps
NAND-n582: 1487.85 ps
INP-n583: 1623.86 ps
NAND-n584: 1448.08 ps
INP-n585: 1648.79 ps
NAND-n586: 1408.30 ps
INP-n587: 1648.79 ps
NAND-n588: 1368.53 ps
INP-n589: 1648.79 ps
NAND-n590: 1328.75 ps
INP-n591: 1623.86 ps
NAND-n592: 1288.98 ps
INP-n593: 1623.86 ps
NAND-n594: 1249.20 ps
INP-n595: 1623.86 ps
NAND-n596: 1209.43 ps
INP-n597: 1623.86 ps
NAND-n598: 1169.66 ps
INP-n599: 1623.86 ps
NAND-n600: 1129.88 ps
INP-n601: 1623.86 ps
NAND-n602: 1090.11 ps
INP-n603: 1623.86 ps
NAND-n604: 1050.33 ps
INP-n605: 1752.75 ps
NAND-n606: 998.25 ps
INP-n607: 1767.67 ps
NAND-n608: 988.05 ps
INP-n609: 3041.02 ps
NAND-n610: 2691.31 ps
INP-n611: 3038.35 ps
NAND-n612: 2691.31 ps
INP-n613: 2931.98 ps
AND-n614: 2717.82 ps
INP-n615: 2931.98 ps
AND-n616: 2717.82 ps
INP-n617: 2931.98 ps
AND-n618: 2717.82 ps
INP-n619: 2931.98 ps
AND-n620: 2717.82 ps
INP-n621: 2931.98 ps
AND-n622: 2717.82 ps
INP-n623: 2971.19 ps
AND-n624: 2717.82 ps
INP-n625: 2971.19 ps
AND-n626: 2717.82 ps
INP-n627: 2971.19 ps
AND-n628: 2717.82 ps
INP-n629: 2931.98 ps
AND-n630: 2717.82 ps
INP-n631: 2931.98 ps
AND-n632: 2717.82 ps
INP-n633: 2931.98 ps
AND-n634: 2717.82 ps
INP-n635: 2931.98 ps
AND-n636: 2717.82 ps
INP-n637: 2931.98 ps
AND-n638: 2717.82 ps
INP-n639: 2931.98 ps
AND-n640: 2717.82 ps
INP-n641: 2931.98 ps
AND-n642: 2717.82 ps
INP-n643: 2931.98 ps
AND-n644: 2717.82 ps
INP-n645: 2931.98 ps
AND-n646: 2717.82 ps
INP-n647: 2931.98 ps
AND-n648: 2717.82 ps
INP-n649: 2931.98 ps
AND-n650: 2717.82 ps
INP-n651: 2931.98 ps
AND-n652: 2717.82 ps
INP-n653: 2971.19 ps
AND-n654: 2717.82 ps
INP-n655: 2971.19 ps
AND-n656: 2717.82 ps
INP-n657: 2971.19 ps
AND-n658: 2717.82 ps
INP-n659: 2931.98 ps
AND-n660: 2717.82 ps
INP-n661: 2931.98 ps
AND-n662: 2717.82 ps
INP-n663: 2931.98 ps
AND-n664: 2717.82 ps
INP-n665: 2931.98 ps
AND-n666: 2717.82 ps
INP-n667: 2931.98 ps
AND-n668: 2717.82 ps
INP-n669: 2931.98 ps
AND-n670: 2717.82 ps
INP-n671: 2931.98 ps
AND-n672: 2717.82 ps
INP-n673: 2213.76 ps
NAND-n674: 1363.48 ps
INP-n675: 2168.05 ps
NAND-n676: 1286.55 ps
INP-n677: 2018.15 ps
NAND-n678: 1222.89 ps
INP-n679: 2074.44 ps
NAND-n680: 1144.83 ps
INP-n681: 2138.72 ps
NAND-n682: 1127.49 ps
INP-n683: 2085.05 ps
NAND-n684: 1073.92 ps
INP-n685: 2148.69 ps
NAND-n686: 1054.12 ps
INP-n687: 2143.32 ps
NAND-n688: 1058.75 ps
INP-n689: 2235.38 ps
NAND-n690: 1038.55 ps
INP-n691: 2229.63 ps
NAND-n692: 1019.49 ps
INP-n693: 2155.23 ps
NAND-n694: 965.03 ps
INP-n695: 2281.13 ps
NAND-n696: 944.74 ps
INP-n697: 2332.01 ps
NAND-n698: 976.37 ps
INP-n699: 2360.63 ps
NAND-n700: 934.02 ps
INP-n701: 2375.45 ps
NAND-n702: 883.62 ps
INP-n703: 2311.88 ps
NAND-n704: 830.52 ps
INP-n705: 2375.52 ps
NAND-n706: 810.63 ps
INP-n707: 2474.41 ps
NAND-n708: 818.12 ps
INP-n709: 2550.09 ps
NAND-n710: 791.69 ps
INP-n711: 2468.03 ps
NAND-n712: 717.78 ps
INP-n713: 2505.78 ps
NAND-n714: 672.18 ps
INP-n715: 2441.72 ps
NAND-n716: 623.44 ps
INP-n717: 2388.39 ps
NAND-n718: 568.77 ps
INP-n719: 2456.48 ps
NAND-n720: 549.19 ps
INP-n721: 2491.51 ps
NAND-n722: 583.09 ps
INP-n723: 2473.31 ps
NAND-n724: 538.69 ps
INP-n725: 2508.30 ps
NAND-n726: 481.26 ps
INP-n727: 2506.91 ps
NAND-n728: 460.99 ps
INP-n729: 2563.56 ps
NAND-n730: 440.19 ps
INP-n731: 2698.48 ps
NAND-n732: 421.35 ps
INP-n733: 2563.97 ps
NAND-n734: 572.95 ps
INP-n735: 2570.29 ps
NAND-n736: 553.36 ps
INP-n737: 2213.76 ps
NAND-n738: 1363.48 ps
INP-n739: 2168.05 ps
NAND-n740: 1286.55 ps
INP-n741: 2018.15 ps
NAND-n742: 1222.89 ps
INP-n743: 2074.44 ps
NAND-n744: 1144.83 ps
INP-n745: 2138.72 ps
NAND-n746: 1127.49 ps
INP-n747: 2085.05 ps
NAND-n748: 1073.92 ps
INP-n749: 2148.69 ps
NAND-n750: 1054.12 ps
INP-n751: 2143.32 ps
NAND-n752: 1058.75 ps
INP-n753: 2235.38 ps
NAND-n754: 1038.55 ps
INP-n755: 2229.63 ps
NAND-n756: 1019.49 ps
INP-n757: 2155.23 ps
NAND-n758: 965.03 ps
INP-n759: 2281.13 ps
NAND-n760: 944.74 ps
INP-n761: 2332.01 ps
NAND-n762: 976.37 ps
INP-n763: 2360.63 ps
NAND-n764: 934.02 ps
INP-n765: 2375.45 ps
NAND-n766: 883.62 ps
INP-n767: 2311.88 ps
NAND-n768: 830.52 ps
INP-n769: 2375.52 ps
NAND-n770: 810.63 ps
INP-n771: 2474.41 ps
NAND-n772: 818.12 ps
INP-n773: 2550.09 ps
NAND-n774: 791.69 ps
INP-n775: 2468.03 ps
NAND-n776: 717.78 ps
INP-n777: 2505.78 ps
NAND-n778: 672.18 ps
INP-n779: 2441.72 ps
NAND-n780: 623.44 ps
INP-n781: 2388.39 ps
NAND-n782: 568.77 ps
INP-n783: 2456.48 ps
NAND-n784: 549.19 ps
INP-n785: 2491.51 ps
NAND-n786: 583.09 ps
INP-n787: 2473.31 ps
NAND-n788: 538.69 ps
INP-n789: 2508.30 ps
NAND-n790: 481.26 ps
INP-n791: 2506.91 ps
NAND-n792: 460.99 ps
INP-n793: 2563.55 ps
NAND-n794: 440.19 ps
INP-n795: 2698.48 ps
NAND-n796: 421.35 ps
INP-n797: 2563.97 ps
NAND-n798: 572.95 ps
INP-n799: 2570.29 ps
NAND-n800: 553.36 ps
INP-n801: 2213.76 ps
NAND-n802: 1370.70 ps
INP-n803: 2168.05 ps
NAND-n804: 1269.63 ps
INP-n805: 2018.15 ps
NAND-n806: 1206.23 ps
INP-n807: 2074.44 ps
NAND-n808: 1128.46 ps
INP-n809: 2138.72 ps
NAND-n810: 1111.41 ps
INP-n811: 2085.05 ps
NAND-n812: 1057.50 ps
INP-n813: 2148.69 ps
NAND-n814: 1037.91 ps
INP-n815: 2143.32 ps
NAND-n816: 1042.33 ps
INP-n817: 2235.38 ps
NAND-n818: 1022.11 ps
INP-n819: 2229.63 ps
NAND-n820: 1003.12 ps
INP-n821: 2155.23 ps
NAND-n822: 975.60 ps
INP-n823: 2281.13 ps
NAND-n824: 955.72 ps
INP-n825: 2332.01 ps
NAND-n826: 986.82 ps
INP-n827: 2360.63 ps
NAND-n828: 944.63 ps
INP-n829: 2375.45 ps
NAND-n830: 894.36 ps
INP-n831: 2311.88 ps
NAND-n832: 841.11 ps
INP-n833: 2375.52 ps
NAND-n834: 794.72 ps
INP-n835: 2474.41 ps
NAND-n836: 827.69 ps
INP-n837: 2550.09 ps
NAND-n838: 775.49 ps
INP-n839: 2468.03 ps
NAND-n840: 701.38 ps
INP-n841: 2505.78 ps
NAND-n842: 656.01 ps
INP-n843: 2441.72 ps
NAND-n844: 607.14 ps
INP-n845: 2388.39 ps
NAND-n846: 552.65 ps
INP-n847: 2456.48 ps
NAND-n848: 533.25 ps
INP-n849: 2491.51 ps
NAND-n850: 566.88 ps
INP-n851: 2473.31 ps
NAND-n852: 522.34 ps
INP-n853: 2508.30 ps
NAND-n854: 465.11 ps
INP-n855: 2506.91 ps
NAND-n856: 444.88 ps
INP-n857: 2563.55 ps
NAND-n858: 424.04 ps
INP-n859: 2698.48 ps
NAND-n860: 404.96 ps
INP-n861: 2563.97 ps
NAND-n862: 616.49 ps
INP-n863: 2570.29 ps
NAND-n864: 596.90 ps
INP-n865: 1283.88 ps
NAND-n866: 2608.37 ps
INP-n867: 3469.24 ps
NAND-n868: 2608.37 ps
INP-n869: 3409.83 ps
NAND-n870: 2608.37 ps
INP-n871: 3370.12 ps
NAND-n872: 2608.37 ps
INP-n873: 3332.73 ps
NAND-n874: 2608.37 ps
INP-n875: 3275.34 ps
NAND-n876: 2608.37 ps
INP-n877: 3217.95 ps
NAND-n878: 2608.37 ps
INP-n879: 3158.24 ps
NAND-n880: 2608.37 ps
INP-n881: 3118.53 ps
NAND-n882: 2608.37 ps
INP-n883: 3081.14 ps
NAND-n884: 2608.37 ps
INP-n885: 3021.43 ps
NAND-n886: 2608.37 ps
INP-n887: 2984.04 ps
NAND-n888: 2619.66 ps
INP-n889: 2924.33 ps
NAND-n890: 2619.66 ps
INP-n891: 2884.62 ps
NAND-n892: 2619.66 ps
INP-n893: 2847.23 ps
NAND-n894: 2619.66 ps
INP-n895: 2787.52 ps
NAND-n896: 2619.66 ps
INP-n897: 2750.14 ps
NAND-n898: 2619.66 ps
INP-n899: 2690.42 ps
NAND-n900: 2619.66 ps
INP-n901: 2673.02 ps
NAND-n902: 2619.66 ps
INP-n903: 2627.75 ps
NAND-n904: 2619.66 ps
INP-n905: 1901.35 ps
NAND-n906: 2643.94 ps
INP-n907: 1907.71 ps
NAND-n908: 2641.46 ps
INP-n909: 1898.68 ps
NAND-n910: 2611.46 ps
INP-n911: 1909.25 ps
NAND-n912: 2571.46 ps
INP-n913: 1921.39 ps
NAND-n914: 2637.10 ps
