Circuit delay: 993.09 ps

Gate slacks:
INP-n210: 421.01 ps
INP-n217: 421.00 ps
INP-n218: 396.33 ps
INP-n225: 396.33 ps
INP-n226: 393.21 ps
INP-n233: 393.21 ps
INP-n234: 526.61 ps
INP-n241: 526.60 ps
INP-n242: 664.90 ps
INP-n245: 1051.27 ps
INP-n248: 662.92 ps
INP-n251: 662.92 ps
INP-n254: 664.90 ps
INP-n257: 342.91 ps
INP-n264: 342.90 ps
INP-n265: 335.96 ps
INP-n272: 335.96 ps
INP-n273: 346.38 ps
INP-n280: 346.38 ps
INP-n281: 353.15 ps
INP-n288: 353.15 ps
INP-n289: 806.13 ps
INP-n292: 806.12 ps
INP-n293: 655.29 ps
BUFF-n298: 1060.60 ps
INP-n299: 655.28 ps
INP-n302: 465.40 ps
INP-n307: 465.39 ps
INP-n308: 396.41 ps
INP-n315: 396.41 ps
INP-n316: 393.29 ps
INP-n323: 393.29 ps
INP-n324: 526.69 ps
INP-n331: 526.68 ps
INP-n332: 330.04 ps
INP-n335: 329.96 ps
INP-n338: 342.98 ps
INP-n341: 336.04 ps
INP-n348: 336.04 ps
INP-n351: 346.46 ps
INP-n358: 346.46 ps
INP-n361: 401.72 ps
INP-n366: 401.71 ps
INP-n369: 800.90 ps
INP-n372: 800.90 ps
INP-n373: 1081.23 ps
INP-n374: 418.13 ps
INP-n386: 996.70 ps
INP-n389: 397.67 ps
INP-n400: 390.73 ps
INP-n411: 401.14 ps
INP-n422: 463.57 ps
INP-n435: 581.37 ps
INP-n446: 677.28 ps
INP-n457: 475.77 ps
INP-n468: 451.10 ps
INP-n479: 451.18 ps
INP-n490: 463.65 ps
INP-n503: 581.45 ps
INP-n514: 397.75 ps
INP-n523: 390.81 ps
INP-n534: 401.22 ps
INP-n545: 1092.40 ps
INP-n549: 1092.40 ps
INP-n552: 996.70 ps
INP-n556: 996.70 ps
INP-n559: 996.70 ps
INP-n562: 996.70 ps
NOT-n566: 641.97 ps
NOT-n567: 613.98 ps
NOT-n568: 610.97 ps
NOT-n569: 537.28 ps
NOT-n570: 537.29 ps
NOT-n571: 485.32 ps
NOT-n572: 485.33 ps
NOT-n573: 485.33 ps
NOT-n574: 485.33 ps
AND-n575: 485.32 ps
NOT-n576: 695.49 ps
NOT-n577: 639.40 ps
NOT-n578: 610.88 ps
NOT-n579: 537.19 ps
NOT-n580: 537.20 ps
NOT-n581: 485.23 ps
NOT-n582: 485.23 ps
NOT-n583: 485.23 ps
NOT-n584: 464.56 ps
AND-n585: 464.56 ps
AND-n588: 748.47 ps
OR-n589: 742.30 ps
AND-n590: 680.09 ps
OR-n591: 680.09 ps
NOT-n593: 1023.50 ps
NOT-n594: 1070.54 ps
AND-n595: 846.45 ps
AND-n596: 853.69 ps
NOT-n597: 927.38 ps
AND-n598: 846.45 ps
NOT-n599: 1070.54 ps
NOT-n600: 1070.54 ps
AND-n601: 1051.27 ps
NOT-n602: 1070.54 ps
NOT-n603: 1070.54 ps
NOT-n604: 1070.54 ps
NOT-n606: 1045.52 ps
AND-n607: 853.69 ps
AND-n608: 853.69 ps
NOT-n609: 885.61 ps
AND-n610: 853.69 ps
NOT-n611: 1070.54 ps
NOT-n612: 1070.54 ps
AND-n615: 771.42 ps
OR-n616: 742.19 ps
AND-n617: 708.88 ps
OR-n618: 708.88 ps
OR-n619: 742.30 ps
AND-n620: 708.97 ps
OR-n621: 708.97 ps
NOT-n623: 621.63 ps
AND-n626: 748.38 ps
OR-n627: 745.73 ps
AND-n628: 680.00 ps
OR-n629: 680.00 ps
AND-n632: 771.42 ps
NAND-n633: 1081.23 ps
NOT-n634: 1056.64 ps
AND-n635: 975.92 ps
NOT-n636: 950.95 ps
OR-n637: 871.95 ps
AND-n639: 871.95 ps
OR-n640: 544.09 ps
AND-n642: 544.09 ps
OR-n643: 491.61 ps
AND-n645: 491.61 ps
OR-n646: 491.61 ps
AND-n648: 491.61 ps
OR-n649: 491.61 ps
AND-n651: 491.61 ps
OR-n652: 474.69 ps
AND-n654: 474.69 ps
NAND-n656: 1025.71 ps
AND-n657: 124.28 ps
NOT-n658: 99.31 ps
OR-n659: 648.70 ps
AND-n661: 648.70 ps
OR-n662: 620.71 ps
AND-n664: 620.71 ps
OR-n665: 617.69 ps
AND-n667: 617.69 ps
OR-n668: 544.08 ps
AND-n670: 544.08 ps
OR-n671: 871.95 ps
AND-n673: 871.95 ps
OR-n674: 544.09 ps
AND-n676: 544.09 ps
OR-n677: 491.61 ps
AND-n679: 491.61 ps
OR-n680: 491.61 ps
AND-n682: 491.61 ps
OR-n683: 491.61 ps
AND-n685: 491.61 ps
OR-n686: 474.69 ps
AND-n688: 474.69 ps
AND-n689: 124.28 ps
NOT-n690: 99.31 ps
OR-n691: 648.70 ps
AND-n693: 648.70 ps
OR-n694: 620.71 ps
AND-n696: 620.71 ps
OR-n697: 617.69 ps
AND-n699: 617.69 ps
OR-n700: 544.08 ps
AND-n702: 544.08 ps
AND-n703: 975.92 ps
NOT-n704: 950.95 ps
OR-n705: 871.95 ps
AND-n707: 871.95 ps
AND-n708: 489.59 ps
AND-n709: 506.52 ps
AND-n710: 907.22 ps
AND-n711: 946.96 ps
OR-n712: 489.59 ps
OR-n713: 871.95 ps
AND-n715: 871.95 ps
AND-n716: 975.92 ps
NOT-n717: 950.95 ps
AND-n718: 717.20 ps
AND-n719: 663.61 ps
AND-n720: 907.22 ps
AND-n721: 946.96 ps
OR-n722: 663.61 ps
AND-n723: 489.59 ps
AND-n724: 506.52 ps
AND-n725: 907.22 ps
AND-n726: 946.96 ps
OR-n727: 489.59 ps
AND-n728: 506.51 ps
AND-n729: 506.52 ps
AND-n730: 907.22 ps
AND-n731: 946.96 ps
OR-n732: 506.51 ps
AND-n733: 506.51 ps
AND-n734: 506.52 ps
AND-n735: 907.22 ps
AND-n736: 946.96 ps
OR-n737: 506.51 ps
AND-n738: 506.51 ps
AND-n739: 506.52 ps
AND-n740: 907.22 ps
AND-n741: 946.96 ps
OR-n742: 506.51 ps
AND-n743: 559.00 ps
AND-n744: 559.01 ps
AND-n745: 907.22 ps
AND-n746: 946.96 ps
OR-n747: 559.00 ps
AND-n748: 558.98 ps
AND-n749: 558.99 ps
AND-n750: 907.22 ps
AND-n751: 946.96 ps
OR-n752: 558.98 ps
AND-n753: 632.59 ps
AND-n754: 632.60 ps
AND-n755: 907.22 ps
AND-n756: 946.96 ps
OR-n757: 632.59 ps
AND-n758: 661.11 ps
AND-n759: 635.61 ps
AND-n760: 907.22 ps
AND-n761: 946.96 ps
OR-n762: 635.61 ps
AND-n763: 130.07 ps
AND-n764: 125.64 ps
AND-n765: 907.22 ps
AND-n766: 946.96 ps
OR-n767: 125.64 ps
AND-n768: 506.51 ps
AND-n769: 506.52 ps
AND-n770: 907.22 ps
AND-n771: 946.96 ps
OR-n772: 506.51 ps
AND-n773: 506.51 ps
AND-n774: 506.52 ps
AND-n775: 907.22 ps
AND-n776: 946.96 ps
OR-n777: 506.51 ps
AND-n778: 506.51 ps
AND-n779: 506.52 ps
AND-n780: 907.22 ps
AND-n781: 946.96 ps
OR-n782: 506.51 ps
AND-n783: 559.00 ps
AND-n784: 559.01 ps
AND-n785: 907.22 ps
AND-n786: 946.96 ps
OR-n787: 559.00 ps
AND-n788: 558.98 ps
AND-n789: 558.99 ps
AND-n790: 907.22 ps
AND-n791: 946.96 ps
OR-n792: 558.98 ps
AND-n793: 632.59 ps
AND-n794: 632.60 ps
AND-n795: 907.22 ps
AND-n796: 946.96 ps
OR-n797: 632.59 ps
AND-n798: 661.11 ps
AND-n799: 635.61 ps
AND-n800: 907.22 ps
AND-n801: 946.96 ps
OR-n802: 635.61 ps
AND-n803: 130.07 ps
AND-n804: 125.64 ps
AND-n805: 907.22 ps
AND-n806: 946.96 ps
OR-n807: 125.64 ps
NOT-n809: 1027.39 ps
AND-n810: 1051.27 ps
AND-n811: 569.58 ps
AND-n812: 569.53 ps
OR-n813: 569.53 ps
NOT-n814: 1043.00 ps
AND-n815: 1043.00 ps
NOT-n816: 1012.30 ps
OR-n817: 536.34 ps
AND-n818: 536.34 ps
AND-n819: 975.92 ps
NOT-n820: 950.95 ps
NOT-n822: 788.62 ps
NOT-n824: 561.01 ps
NOT-n826: 577.93 ps
NOT-n828: 577.93 ps
NOT-n830: 577.93 ps
NOT-n832: 630.41 ps
NOT-n834: 630.40 ps
NOT-n836: 704.01 ps
NOT-n838: 732.53 ps
AND-n839: 653.71 ps
AND-n840: 238.15 ps
AND-n841: 920.98 ps
AND-n842: 958.56 ps
OR-n843: 238.15 ps
AND-n844: 1056.57 ps
NOT-n845: 1031.62 ps
AND-n846: 1064.85 ps
NOT-n847: 1039.89 ps
NOT-n848: 1070.54 ps
NOT-n849: 1070.54 ps
NOT-n850: 1070.54 ps
NOT-n851: 1070.54 ps
AND-n852: 996.70 ps
AND-n853: 648.25 ps
AND-n854: 648.25 ps
AND-n855: 717.20 ps
AND-n856: 663.61 ps
AND-n857: 907.22 ps
AND-n858: 946.96 ps
OR-n859: 663.61 ps
NOT-n861: 735.10 ps
NOT-n863: 578.02 ps
NOT-n865: 578.02 ps
NOT-n867: 578.02 ps
NOT-n869: 578.02 ps
NOT-n871: 630.51 ps
NOT-n873: 630.49 ps
NOT-n875: 704.10 ps
NOT-n877: 707.11 ps
AND-n878: 653.71 ps
AND-n879: 233.80 ps
AND-n880: 920.98 ps
AND-n881: 958.56 ps
OR-n882: 233.80 ps
BUFF-n887: 1038.62 ps
BUFF-n889: 1014.17 ps
BUFF-n892: 1036.18 ps
BUFF-n921: 1038.62 ps
BUFF-n923: 1038.62 ps
BUFF-n926: 1035.34 ps
BUFF-n939: 1010.07 ps
BUFF-n949: 1010.07 ps
BUFF-n973: 1060.60 ps
BUFF-n978: 1010.07 ps
BUFF-n993: 1010.07 ps
BUFF-n998: 722.66 ps
BUFF-n1000: 722.65 ps
BUFF-n1002: 856.47 ps
BUFF-n1004: 841.37 ps
NAND-n1021: 646.74 ps
NAND-n1022: 658.18 ps
NAND-n1023: 646.74 ps
AND-n1031: 872.54 ps
NAND-n1032: 548.20 ps
NAND-n1033: 559.64 ps
NAND-n1034: 548.20 ps
AND-n1046: 627.00 ps
NAND-n1050: 548.20 ps
NAND-n1051: 559.64 ps
NAND-n1052: 548.20 ps
AND-n1064: 595.67 ps
AND-n1071: 584.08 ps
NAND-n1078: 549.76 ps
NAND-n1079: 561.19 ps
NAND-n1080: 549.76 ps
NOT-n1086: 651.75 ps
NAND-n1087: 524.98 ps
NAND-n1088: 536.42 ps
NAND-n1089: 524.98 ps
AND-n1097: 641.10 ps
NAND-n1098: 514.55 ps
NAND-n1099: 525.99 ps
NAND-n1100: 514.55 ps
AND-n1111: 610.39 ps
NAND-n1114: 511.10 ps
NAND-n1115: 522.53 ps
NAND-n1116: 511.10 ps
AND-n1128: 606.90 ps
NAND-n1132: 514.55 ps
NAND-n1133: 525.99 ps
NAND-n1134: 514.55 ps
AND-n1145: 568.37 ps
NAND-n1150: 536.35 ps
NAND-n1151: 547.78 ps
NAND-n1152: 536.35 ps
AND-n1160: 558.75 ps
AND-n1166: 752.71 ps
AND-n1168: 793.26 ps
AND-n1169: 781.65 ps
AND-n1170: 742.30 ps
AND-n1171: 548.20 ps
AND-n1172: 548.20 ps
AND-n1173: 548.20 ps
AND-n1174: 564.36 ps
AND-n1175: 564.36 ps
AND-n1176: 579.84 ps
AND-n1177: 579.84 ps
AND-n1178: 564.36 ps
AND-n1179: 528.01 ps
AND-n1181: 562.00 ps
AND-n1182: 553.28 ps
AND-n1183: 511.10 ps
AND-n1184: 511.10 ps
OR-n1185: 511.10 ps
AND-n1188: 597.50 ps
AND-n1189: 594.61 ps
AND-n1190: 555.38 ps
AND-n1191: 555.38 ps
AND-n1192: 594.60 ps
AND-n1193: 594.60 ps
AND-n1194: 555.37 ps
AND-n1195: 629.15 ps
AND-n1196: 629.15 ps
AND-n1197: 632.16 ps
NAND-n1198: 660.14 ps
NAND-n1199: 648.70 ps
NAND-n1200: 648.70 ps
NAND-n1203: 536.82 ps
NAND-n1204: 548.20 ps
NAND-n1205: 536.82 ps
NAND-n1206: 553.12 ps
NAND-n1207: 564.36 ps
NAND-n1208: 553.12 ps
NOT-n1209: 542.84 ps
NAND-n1210: 568.39 ps
NAND-n1211: 579.84 ps
NAND-n1212: 568.39 ps
NAND-n1213: 553.11 ps
NAND-n1214: 564.36 ps
NAND-n1215: 553.11 ps
NOT-n1216: 542.83 ps
NAND-n1217: 606.97 ps
NAND-n1218: 594.28 ps
NAND-n1219: 594.28 ps
NOT-n1220: 584.00 ps
NAND-n1221: 608.58 ps
NAND-n1222: 597.14 ps
NAND-n1223: 597.14 ps
AND-n1224: 528.01 ps
OR-n1225: 511.10 ps
NOT-n1231: 491.62 ps
NAND-n1236: 544.10 ps
NAND-n1237: 555.38 ps
NAND-n1238: 544.10 ps
NAND-n1241: 544.09 ps
NAND-n1242: 555.37 ps
NAND-n1243: 544.09 ps
NAND-n1246: 617.70 ps
NAND-n1247: 629.15 ps
NAND-n1248: 617.70 ps
NAND-n1251: 620.71 ps
NAND-n1252: 632.16 ps
NAND-n1253: 620.71 ps
AND-n1256: 491.62 ps
AND-n1257: 511.10 ps
OR-n1258: 491.62 ps
AND-n1261: 491.62 ps
AND-n1262: 511.10 ps
OR-n1263: 491.62 ps
AND-n1266: 491.62 ps
AND-n1267: 511.10 ps
OR-n1268: 491.62 ps
AND-n1271: 491.62 ps
AND-n1272: 511.10 ps
OR-n1273: 491.62 ps
NAND-n1276: 535.39 ps
NAND-n1277: 523.96 ps
NAND-n1278: 523.96 ps
AND-n1286: 872.54 ps
NAND-n1287: 333.89 ps
NAND-n1288: 322.45 ps
NAND-n1289: 322.45 ps
AND-n1301: 401.24 ps
NAND-n1305: 309.21 ps
NAND-n1306: 297.78 ps
NAND-n1307: 297.78 ps
AND-n1318: 375.32 ps
AND-n1324: 333.94 ps
NAND-n1330: 439.49 ps
NAND-n1331: 428.05 ps
NAND-n1332: 428.05 ps
AND-n1341: 548.46 ps
NAND-n1342: 255.79 ps
NAND-n1343: 244.35 ps
NAND-n1344: 244.35 ps
AND-n1359: 381.25 ps
NAND-n1363: 248.84 ps
NAND-n1364: 237.41 ps
NAND-n1365: 237.41 ps
AND-n1382: 326.83 ps
NAND-n1388: 259.26 ps
NAND-n1389: 247.82 ps
NAND-n1390: 247.82 ps
AND-n1404: 302.63 ps
AND-n1412: 293.88 ps
NAND-n1420: 335.42 ps
NAND-n1421: 323.99 ps
NAND-n1422: 323.99 ps
NAND-n1428: 272.75 ps
NAND-n1429: 261.32 ps
NAND-n1430: 261.32 ps
AND-n1437: 752.65 ps
AND-n1439: 793.26 ps
AND-n1440: 781.65 ps
AND-n1441: 742.30 ps
AND-n1442: 322.45 ps
AND-n1443: 322.45 ps
AND-n1444: 322.45 ps
AND-n1445: 340.26 ps
AND-n1446: 340.26 ps
AND-n1447: 297.78 ps
OR-n1448: 297.78 ps
AND-n1451: 450.71 ps
NOT-n1453: 435.81 ps
AND-n1454: 466.26 ps
AND-n1455: 448.89 ps
AND-n1456: 400.44 ps
AND-n1457: 400.44 ps
OR-n1458: 400.44 ps
NOT-n1462: 381.91 ps
AND-n1465: 314.86 ps
AND-n1466: 309.06 ps
AND-n1467: 266.39 ps
AND-n1468: 266.39 ps
AND-n1469: 290.12 ps
AND-n1470: 284.32 ps
AND-n1471: 237.41 ps
AND-n1472: 241.40 ps
AND-n1473: 241.40 ps
AND-n1474: 241.40 ps
AND-n1475: 255.79 ps
AND-n1476: 255.79 ps
AND-n1477: 290.37 ps
OR-n1478: 290.37 ps
AND-n1481: 323.04 ps
AND-n1482: 315.65 ps
AND-n1483: 381.91 ps
NOT-n1486: 372.79 ps
NAND-n1487: 226.81 ps
NAND-n1488: 238.27 ps
NAND-n1489: 226.81 ps
NAND-n1492: 238.35 ps
NAND-n1493: 249.80 ps
NAND-n1494: 238.35 ps
INP-n1497: 779.27 ps
NOT-n1502: 767.29 ps
NAND-n1506: 147.72 ps
NAND-n1507: 159.19 ps
NAND-n1508: 147.72 ps
NAND-n1509: 162.30 ps
NAND-n1510: 173.76 ps
NAND-n1511: 162.30 ps
NOT-n1512: 152.16 ps
AND-n1513: 238.35 ps
AND-n1514: 226.81 ps
AND-n1515: 238.35 ps
AND-n1516: 226.98 ps
AND-n1517: 152.16 ps
AND-n1518: 147.72 ps
NAND-n1519: 147.72 ps
NAND-n1520: 135.27 ps
NAND-n1521: 135.27 ps
NOT-n1524: 124.28 ps
BUFF-n1526: 995.22 ps
BUFF-n1528: 932.05 ps
NOT-n1540: 892.31 ps
BUFF-n1552: 932.05 ps
NOT-n1564: 892.31 ps
AND-n1576: 544.09 ps
AND-n1578: 544.10 ps
AND-n1579: 892.31 ps
AND-n1580: 932.05 ps
AND-n1582: 491.61 ps
AND-n1584: 491.62 ps
AND-n1585: 892.31 ps
AND-n1586: 932.05 ps
AND-n1588: 491.61 ps
AND-n1590: 491.62 ps
AND-n1591: 892.31 ps
AND-n1592: 932.05 ps
AND-n1594: 491.61 ps
AND-n1596: 491.62 ps
AND-n1597: 892.31 ps
AND-n1598: 932.05 ps
AND-n1600: 474.69 ps
AND-n1602: 491.62 ps
AND-n1603: 892.31 ps
AND-n1604: 932.05 ps
BUFF-n1606: 995.22 ps
BUFF-n1609: 932.05 ps
NOT-n1621: 892.31 ps
BUFF-n1633: 932.05 ps
NOT-n1645: 892.31 ps
AND-n1657: 128.71 ps
AND-n1659: 124.28 ps
AND-n1660: 905.85 ps
AND-n1661: 945.59 ps
OR-n1662: 124.28 ps
AND-n1664: 702.30 ps
AND-n1666: 648.70 ps
AND-n1667: 892.31 ps
AND-n1668: 932.05 ps
AND-n1670: 646.21 ps
AND-n1672: 620.71 ps
AND-n1673: 892.31 ps
AND-n1674: 932.05 ps
AND-n1676: 617.69 ps
AND-n1678: 617.70 ps
AND-n1679: 892.31 ps
AND-n1680: 932.05 ps
AND-n1682: 544.08 ps
AND-n1684: 544.09 ps
AND-n1685: 892.31 ps
AND-n1686: 932.05 ps
BUFF-n1688: 1045.72 ps
INP-n1689: 973.75 ps
INP-n1690: 973.75 ps
INP-n1691: 973.75 ps
INP-n1694: 973.75 ps
BUFF-n1697: 1024.65 ps
BUFF-n1698: 1027.12 ps
BUFF-n1701: 1027.93 ps
NOT-n1704: 674.26 ps
NOT-n1712: 579.52 ps
BUFF-n1724: 614.90 ps
NAND-n1728: 531.37 ps
NAND-n1729: 542.81 ps
NAND-n1730: 531.37 ps
AND-n1742: 578.88 ps
AND-n1749: 567.25 ps
NAND-n1756: 532.92 ps
NAND-n1757: 544.36 ps
NAND-n1758: 532.92 ps
NOT-n1764: 651.83 ps
NAND-n1765: 508.14 ps
NAND-n1766: 519.58 ps
NAND-n1767: 508.14 ps
AND-n1775: 624.26 ps
NAND-n1776: 520.43 ps
NAND-n1777: 531.86 ps
NAND-n1778: 520.43 ps
AND-n1789: 616.26 ps
NAND-n1792: 494.17 ps
NAND-n1793: 505.60 ps
NAND-n1794: 494.17 ps
AND-n1806: 589.97 ps
NAND-n1810: 497.62 ps
NAND-n1811: 509.06 ps
NAND-n1812: 497.62 ps
AND-n1823: 551.44 ps
NOT-n1829: 573.46 ps
BUFF-n1837: 552.33 ps
AND-n1843: 752.71 ps
AND-n1845: 837.77 ps
AND-n1846: 829.05 ps
AND-n1847: 742.19 ps
AND-n1849: 578.88 ps
AND-n1850: 531.37 ps
AND-n1851: 531.37 ps
AND-n1852: 595.04 ps
AND-n1853: 547.52 ps
AND-n1854: 579.92 ps
AND-n1855: 579.92 ps
AND-n1856: 564.44 ps
AND-n1857: 511.08 ps
AND-n1859: 545.16 ps
AND-n1860: 545.00 ps
AND-n1861: 494.17 ps
AND-n1862: 494.17 ps
OR-n1863: 494.17 ps
AND-n1866: 620.30 ps
AND-n1867: 594.60 ps
AND-n1868: 555.37 ps
AND-n1869: 555.37 ps
AND-n1870: 594.59 ps
AND-n1871: 594.59 ps
AND-n1872: 555.36 ps
AND-n1873: 629.14 ps
AND-n1874: 629.14 ps
AND-n1875: 685.77 ps
NAND-n1876: 713.73 ps
NAND-n1877: 702.30 ps
NAND-n1878: 702.30 ps
NAND-n1881: 519.99 ps
NAND-n1882: 531.37 ps
NAND-n1883: 519.99 ps
NAND-n1884: 536.28 ps
NAND-n1885: 547.52 ps
NAND-n1886: 536.28 ps
NOT-n1887: 526.00 ps
NAND-n1888: 568.47 ps
NAND-n1889: 579.92 ps
NAND-n1890: 568.47 ps
NAND-n1891: 553.19 ps
NAND-n1892: 564.44 ps
NAND-n1893: 553.19 ps
NOT-n1894: 542.91 ps
NAND-n1895: 607.05 ps
NAND-n1896: 594.37 ps
NAND-n1897: 594.37 ps
NOT-n1898: 584.08 ps
NAND-n1899: 608.66 ps
NAND-n1900: 597.22 ps
NAND-n1901: 597.22 ps
AND-n1902: 511.08 ps
OR-n1903: 494.17 ps
NOT-n1909: 474.69 ps
NAND-n1914: 544.09 ps
NAND-n1915: 555.37 ps
NAND-n1916: 544.09 ps
NAND-n1919: 544.08 ps
NAND-n1920: 555.36 ps
NAND-n1921: 544.08 ps
NAND-n1924: 617.69 ps
NAND-n1925: 629.14 ps
NAND-n1926: 617.69 ps
NAND-n1929: 657.66 ps
NAND-n1930: 646.21 ps
NAND-n1931: 646.21 ps
AND-n1934: 474.69 ps
AND-n1935: 494.17 ps
OR-n1936: 474.69 ps
AND-n1942: 491.61 ps
AND-n1943: 511.09 ps
OR-n1944: 491.61 ps
AND-n1947: 491.61 ps
AND-n1948: 511.09 ps
OR-n1949: 491.61 ps
AND-n1952: 491.61 ps
AND-n1953: 511.09 ps
OR-n1954: 491.61 ps
NOT-n1958: 568.40 ps
NOT-n1966: 370.73 ps
BUFF-n1978: 406.07 ps
NAND-n1982: 309.29 ps
NAND-n1983: 297.86 ps
NAND-n1984: 297.86 ps
AND-n1995: 375.40 ps
AND-n2001: 334.02 ps
NAND-n2007: 439.57 ps
NAND-n2008: 428.13 ps
NAND-n2009: 428.13 ps
AND-n2018: 548.54 ps
NAND-n2019: 278.58 ps
NAND-n2020: 267.15 ps
NAND-n2021: 267.15 ps
AND-n2036: 404.05 ps
NAND-n2040: 248.83 ps
NAND-n2041: 237.40 ps
NAND-n2042: 237.40 ps
AND-n2059: 346.14 ps
NAND-n2065: 259.25 ps
NAND-n2066: 247.81 ps
NAND-n2067: 247.81 ps
AND-n2081: 317.09 ps
BUFF-n2089: 305.39 ps
NAND-n2097: 335.50 ps
NAND-n2098: 324.07 ps
NAND-n2099: 324.07 ps
NOT-n2106: 345.94 ps
AND-n2113: 756.15 ps
AND-n2115: 837.77 ps
AND-n2116: 829.74 ps
AND-n2117: 745.73 ps
AND-n2119: 370.73 ps
AND-n2120: 325.41 ps
AND-n2121: 325.41 ps
AND-n2122: 388.51 ps
AND-n2123: 343.20 ps
AND-n2124: 297.86 ps
OR-n2125: 297.86 ps
AND-n2128: 450.70 ps
NOT-n2130: 435.80 ps
AND-n2131: 466.34 ps
AND-n2132: 465.98 ps
AND-n2133: 400.43 ps
AND-n2134: 400.43 ps
OR-n2135: 400.43 ps
NOT-n2139: 381.90 ps
AND-n2142: 337.65 ps
AND-n2143: 309.05 ps
AND-n2144: 266.38 ps
AND-n2145: 266.38 ps
AND-n2146: 312.91 ps
AND-n2147: 284.31 ps
AND-n2148: 237.40 ps
AND-n2149: 275.19 ps
AND-n2150: 275.19 ps
AND-n2151: 275.19 ps
AND-n2152: 255.78 ps
AND-n2153: 255.78 ps
AND-n2154: 290.28 ps
OR-n2155: 290.28 ps
AND-n2158: 323.12 ps
AND-n2159: 315.56 ps
AND-n2160: 381.90 ps
NOT-n2163: 372.78 ps
NAND-n2164: 226.90 ps
NAND-n2165: 238.35 ps
NAND-n2166: 226.90 ps
NAND-n2169: 238.43 ps
NAND-n2170: 249.88 ps
NAND-n2171: 238.43 ps
INP-n2174: 779.35 ps
NOT-n2179: 767.37 ps
NAND-n2183: 194.17 ps
NAND-n2184: 205.64 ps
NAND-n2185: 194.17 ps
NAND-n2186: 162.29 ps
NAND-n2187: 173.76 ps
NAND-n2188: 162.29 ps
NOT-n2189: 152.15 ps
AND-n2190: 238.43 ps
AND-n2191: 226.90 ps
AND-n2192: 238.43 ps
AND-n2193: 227.06 ps
AND-n2194: 152.15 ps
AND-n2195: 194.17 ps
NAND-n2196: 152.15 ps
NAND-n2197: 139.70 ps
NAND-n2198: 139.70 ps
NOT-n2201: 128.71 ps
BUFF-n2202: 998.51 ps
BUFF-n2203: 932.05 ps
NOT-n2215: 892.31 ps
BUFF-n2226: 932.05 ps
NOT-n2238: 892.31 ps
AND-n2250: 544.09 ps
AND-n2252: 544.10 ps
AND-n2253: 892.31 ps
AND-n2254: 932.05 ps
AND-n2256: 491.61 ps
AND-n2258: 491.62 ps
AND-n2259: 892.31 ps
AND-n2260: 932.05 ps
AND-n2262: 491.61 ps
AND-n2264: 491.62 ps
AND-n2265: 892.31 ps
AND-n2266: 932.05 ps
AND-n2268: 491.61 ps
AND-n2270: 491.62 ps
AND-n2271: 892.31 ps
AND-n2272: 932.05 ps
